carrier_code,flight_number,tail_number,destination_airport,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),date_mm/dd/yyyy,actual_departure_time,scheduled_departure_time,wheels-off_time,DepDel15
AA,2737,N960NN,LAX,306,312,59,38,2019-04-14,2019-04-14 12:03:00,2019-04-14 11:04:00,2019-04-14 12:41:00,1
AA,401,N703UW,PHL,134,113,19,12,2019-04-15,2019-04-15 15:40:00,2019-04-15 15:21:00,2019-04-15 15:52:00,1
AA,440,N662AW,PHX,260,246,18,15,2019-04-15,2019-04-15 18:00:00,2019-04-15 17:42:00,2019-04-15 18:15:00,1
AA,476,N668AW,PHX,258,244,162,13,2019-04-15,2019-04-15 14:08:00,2019-04-15 11:26:00,2019-04-15 14:21:00,1
AA,550,N663AW,CLT,74,58,65,15,2019-04-15,2019-04-15 06:30:00,2019-04-15 05:25:00,2019-04-15 06:45:00,1
AA,588,N949UW,LGA,138,151,108,39,2019-04-15,2019-04-15 20:59:00,2019-04-15 19:11:00,2019-04-15 21:38:00,1
AA,1309,N965NN,DFW,148,136,21,14,2019-04-15,2019-04-15 14:43:00,2019-04-15 14:22:00,2019-04-15 14:57:00,1
AA,1349,N659AW,DFW,155,135,94,18,2019-04-15,2019-04-15 21:24:00,2019-04-15 19:50:00,2019-04-15 21:42:00,1
AA,1567,N306PB,DFW,159,153,53,14,2019-04-15,2019-04-15 08:54:00,2019-04-15 08:01:00,2019-04-15 09:08:00,1
AA,1618,N9012,MIA,121,114,76,22,2019-04-15,2019-04-15 21:27:00,2019-04-15 20:11:00,2019-04-15 21:49:00,1
AA,1630,N102UW,DFW,151,138,73,16,2019-04-15,2019-04-15 17:37:00,2019-04-15 16:24:00,2019-04-15 17:53:00,1
AA,1828,N702UW,PHL,123,128,138,25,2019-04-15,2019-04-15 07:34:00,2019-04-15 05:16:00,2019-04-15 07:59:00,1
AA,1851,N925AN,DFW,145,137,243,18,2019-04-15,2019-04-15 22:37:00,2019-04-15 18:34:00,2019-04-15 22:55:00,1
AA,2194,N732US,CLT,84,96,83,39,2019-04-15,2019-04-15 13:39:00,2019-04-15 12:16:00,2019-04-15 14:18:00,1
AA,476,N652AW,PHX,258,250,48,13,2019-04-16,2019-04-16 12:14:00,2019-04-16 11:26:00,2019-04-16 12:27:00,1
AA,799,N817AW,CLT,78,81,26,25,2019-04-16,2019-04-16 09:19:00,2019-04-16 08:53:00,2019-04-16 09:44:00,1
AA,1409,N966NN,LAX,315,269,111,11,2019-04-16,2019-04-16 19:51:00,2019-04-16 18:00:00,2019-04-16 20:02:00,1
AA,1574,N874NN,ORD,141,122,15,15,2019-04-16,2019-04-16 07:39:00,2019-04-16 07:24:00,2019-04-16 07:54:00,1
AA,1718,N659AW,CLT,80,75,151,25,2019-04-16,2019-04-16 09:22:00,2019-04-16 06:51:00,2019-04-16 09:47:00,1
AA,1991,N944UW,PHL,133,109,29,13,2019-04-16,2019-04-16 18:31:00,2019-04-16 18:02:00,2019-04-16 18:44:00,1
AA,2091,N9017P,MIA,126,113,23,15,2019-04-16,2019-04-16 18:57:00,2019-04-16 18:34:00,2019-04-16 19:12:00,1
AA,2194,N837AW,CLT,84,55,79,13,2019-04-16,2019-04-16 13:35:00,2019-04-16 12:16:00,2019-04-16 13:48:00,1
AA,2737,N928NN,LAX,306,283,54,12,2019-04-16,2019-04-16 11:58:00,2019-04-16 11:04:00,2019-04-16 12:10:00,1
AA,2828,N991AN,MIA,124,94,39,9,2019-04-16,2019-04-16 12:15:00,2019-04-16 11:36:00,2019-04-16 12:24:00,1
AA,476,N653AW,PHX,258,234,30,14,2019-04-17,2019-04-17 11:56:00,2019-04-17 11:26:00,2019-04-17 12:10:00,1
AA,401,N704US,PHL,134,111,26,15,2019-04-18,2019-04-18 15:47:00,2019-04-18 15:21:00,2019-04-18 16:02:00,1
AA,426,N118US,CLT,85,67,150,15,2019-04-18,2019-04-18 13:29:00,2019-04-18 10:59:00,2019-04-18 13:44:00,1
AA,588,N948UW,LGA,138,133,107,12,2019-04-18,2019-04-18 20:59:00,2019-04-18 19:12:00,2019-04-18 21:11:00,1
AA,1309,N848NN,DFW,148,139,29,18,2019-04-18,2019-04-18 14:51:00,2019-04-18 14:22:00,2019-04-18 15:09:00,1
AA,1349,N655AW,DFW,155,157,30,15,2019-04-18,2019-04-18 20:20:00,2019-04-18 19:50:00,2019-04-18 20:35:00,1
AA,1567,N955AN,DFW,159,191,15,21,2019-04-18,2019-04-18 08:16:00,2019-04-18 08:01:00,2019-04-18 08:37:00,1
AA,1574,N950NN,ORD,141,148,73,32,2019-04-18,2019-04-18 07:52:00,2019-04-18 06:39:00,2019-04-18 08:24:00,1
AA,2194,N714US,CLT,84,78,18,21,2019-04-18,2019-04-18 12:34:00,2019-04-18 12:16:00,2019-04-18 12:55:00,1
AA,2737,N123NN,LAX,306,287,356,13,2019-04-18,2019-04-18 17:00:00,2019-04-18 11:04:00,2019-04-18 17:13:00,1
AA,2828,N899NN,MIA,124,102,32,11,2019-04-18,2019-04-18 12:08:00,2019-04-18 11:36:00,2019-04-18 12:19:00,1
AA,401,N725UW,PHL,134,158,25,60,2019-04-19,2019-04-19 15:46:00,2019-04-19 15:21:00,2019-04-19 16:46:00,1
AA,550,N658AW,CLT,74,102,59,25,2019-04-19,2019-04-19 06:24:00,2019-04-19 05:25:00,2019-04-19 06:49:00,1
AA,588,N961UW,LGA,138,171,45,26,2019-04-19,2019-04-19 19:57:00,2019-04-19 19:12:00,2019-04-19 20:23:00,1
AA,1349,N651AW,DFW,155,135,19,22,2019-04-19,2019-04-19 20:09:00,2019-04-19 19:50:00,2019-04-19 20:31:00,1
AA,1409,N968NN,LAX,315,288,22,22,2019-04-19,2019-04-19 18:22:00,2019-04-19 18:00:00,2019-04-19 18:44:00,1
AA,1691,N704US,ORD,148,129,26,22,2019-04-19,2019-04-19 18:02:00,2019-04-19 17:36:00,2019-04-19 18:24:00,1
AA,1718,N767UW,CLT,80,93,50,18,2019-04-19,2019-04-19 07:41:00,2019-04-19 06:51:00,2019-04-19 07:59:00,1
AA,1719,N959UW,LGA,135,146,25,31,2019-04-19,2019-04-19 07:25:00,2019-04-19 07:00:00,2019-04-19 07:56:00,1
AA,1828,N712US,PHL,123,108,57,13,2019-04-19,2019-04-19 06:13:00,2019-04-19 05:16:00,2019-04-19 06:26:00,1
AA,1851,N878NN,DFW,145,130,208,20,2019-04-19,2019-04-19 22:02:00,2019-04-19 18:34:00,2019-04-19 22:22:00,1
AA,1907,N710UW,PHL,123,142,64,34,2019-04-19,2019-04-19 08:30:00,2019-04-19 07:26:00,2019-04-19 09:04:00,1
AA,1991,N946UW,PHL,133,128,18,19,2019-04-19,2019-04-19 18:20:00,2019-04-19 18:02:00,2019-04-19 18:39:00,1
AA,2344,N891NN,MIA,120,131,18,19,2019-04-19,2019-04-19 07:43:00,2019-04-19 07:25:00,2019-04-19 08:02:00,1
AA,2717,N9023N,MIA,126,124,49,17,2019-04-19,2019-04-19 10:03:00,2019-04-19 09:14:00,2019-04-19 10:20:00,1
AA,2737,N886NN,LAX,306,265,72,15,2019-04-19,2019-04-19 12:16:00,2019-04-19 11:04:00,2019-04-19 12:31:00,1
AA,2770,N903NN,DFW,152,147,16,13,2019-04-19,2019-04-19 06:19:00,2019-04-19 06:03:00,2019-04-19 06:32:00,1
AA,799,N716UW,CLT,78,72,67,18,2019-04-20,2019-04-20 10:05:00,2019-04-20 08:58:00,2019-04-20 10:23:00,1
AA,1691,N838AW,ORD,148,123,17,16,2019-04-20,2019-04-20 17:58:00,2019-04-20 17:41:00,2019-04-20 18:14:00,1
AA,1907,N713UW,PHL,123,107,68,14,2019-04-20,2019-04-20 08:34:00,2019-04-20 07:26:00,2019-04-20 08:48:00,1
AA,2091,N769US,MIA,126,106,16,14,2019-04-20,2019-04-20 18:50:00,2019-04-20 18:34:00,2019-04-20 19:04:00,1
AA,2737,N878NN,LAX,306,287,18,13,2019-04-20,2019-04-20 11:22:00,2019-04-20 11:04:00,2019-04-20 11:35:00,1
AA,1349,N668AW,DFW,155,127,128,19,2019-04-21,2019-04-21 21:58:00,2019-04-21 19:50:00,2019-04-21 22:17:00,1
AA,1394,N769US,MIA,124,143,44,12,2019-04-21,2019-04-21 17:40:00,2019-04-21 16:56:00,2019-04-21 17:52:00,1
AA,1618,N901AA,MIA,121,107,19,18,2019-04-21,2019-04-21 20:30:00,2019-04-21 20:11:00,2019-04-21 20:48:00,1
AA,440,N655AW,PHX,260,247,16,25,2019-04-22,2019-04-22 17:58:00,2019-04-22 17:42:00,2019-04-22 18:23:00,1
AA,588,N958UW,LGA,138,159,63,43,2019-04-22,2019-04-22 20:15:00,2019-04-22 19:12:00,2019-04-22 20:58:00,1
AA,2737,N948AN,LAX,306,284,16,14,2019-04-22,2019-04-22 11:20:00,2019-04-22 11:04:00,2019-04-22 11:34:00,1
AA,2828,N846NN,MIA,124,96,20,12,2019-04-22,2019-04-22 11:56:00,2019-04-22 11:36:00,2019-04-22 12:08:00,1
AA,1409,N870NN,LAX,315,270,20,14,2019-04-23,2019-04-23 18:20:00,2019-04-23 18:00:00,2019-04-23 18:34:00,1
AA,2091,N9022G,MIA,126,113,23,17,2019-04-23,2019-04-23 18:57:00,2019-04-23 18:34:00,2019-04-23 19:14:00,1
AA,1349,N659AW,DFW,155,154,116,27,2019-04-24,2019-04-24 21:46:00,2019-04-24 19:50:00,2019-04-24 22:13:00,1
AA,1394,N756US,MIA,124,98,243,14,2019-04-24,2019-04-24 20:59:00,2019-04-24 16:56:00,2019-04-24 21:13:00,1
AA,1691,N812AW,ORD,148,126,44,13,2019-04-24,2019-04-24 18:20:00,2019-04-24 17:36:00,2019-04-24 18:33:00,1
AA,476,N661AW,PHX,258,234,61,16,2019-04-25,2019-04-25 12:27:00,2019-04-25 11:26:00,2019-04-25 12:43:00,1
AA,1177,N8027D,MIA,120,113,53,14,2019-04-25,2019-04-25 07:43:00,2019-04-25 06:50:00,2019-04-25 07:57:00,1
AA,1349,N680AW,DFW,155,133,23,21,2019-04-25,2019-04-25 20:13:00,2019-04-25 19:50:00,2019-04-25 20:34:00,1
AA,1630,N601AW,DFW,151,136,28,17,2019-04-25,2019-04-25 16:52:00,2019-04-25 16:24:00,2019-04-25 17:09:00,1
AA,1394,N829AW,MIA,124,114,110,17,2019-04-26,2019-04-26 18:46:00,2019-04-26 16:56:00,2019-04-26 19:03:00,1
AA,1630,N659AW,DFW,151,139,111,19,2019-04-26,2019-04-26 18:15:00,2019-04-26 16:24:00,2019-04-26 18:34:00,1
AA,1691,N827AW,ORD,148,138,21,23,2019-04-26,2019-04-26 17:57:00,2019-04-26 17:36:00,2019-04-26 18:20:00,1
AA,1991,N954UW,PHL,133,122,40,15,2019-04-26,2019-04-26 18:42:00,2019-04-26 18:02:00,2019-04-26 18:57:00,1
AA,2091,N9022G,MIA,126,111,28,19,2019-04-26,2019-04-26 19:02:00,2019-04-26 18:34:00,2019-04-26 19:21:00,1
AA,2194,N838AW,CLT,84,0,207,11,2019-04-26,2019-04-26 15:43:00,2019-04-26 12:16:00,2019-04-26 15:54:00,1
AA,1567,N981NN,DFW,159,148,16,17,2019-04-27,2019-04-27 08:17:00,2019-04-27 08:01:00,2019-04-27 08:34:00,1
AA,1630,N970TW,DFW,151,162,24,15,2019-04-27,2019-04-27 16:48:00,2019-04-27 16:24:00,2019-04-27 17:03:00,1
AA,2091,N9022G,MIA,126,103,38,15,2019-04-27,2019-04-27 19:12:00,2019-04-27 18:34:00,2019-04-27 19:27:00,1
AA,222,N909AN,DFW,149,128,26,16,2019-04-28,2019-04-28 12:57:00,2019-04-28 12:31:00,2019-04-28 13:13:00,1
AA,2194,N809AW,CLT,84,81,165,23,2019-04-28,2019-04-28 15:01:00,2019-04-28 12:16:00,2019-04-28 15:24:00,1
AA,1991,N958UW,PHL,133,123,106,16,2019-04-29,2019-04-29 19:48:00,2019-04-29 18:02:00,2019-04-29 20:04:00,1
AA,1630,N665AW,DFW,151,0,32,57,2019-04-30,2019-04-30 16:56:00,2019-04-30 16:24:00,2019-04-30 17:53:00,1
AA,1691,N826AW,ORD,148,130,76,16,2019-04-30,2019-04-30 18:52:00,2019-04-30 17:36:00,2019-04-30 19:08:00,1
AA,1851,N997NN,DFW,145,174,22,17,2019-04-30,2019-04-30 18:56:00,2019-04-30 18:34:00,2019-04-30 19:13:00,1
AA,426,N109UW,CLT,85,69,42,9,2019-01-05,2019-01-05 11:41:00,2019-01-05 10:59:00,2019-01-05 11:50:00,1
AA,1349,N679AW,DFW,155,138,30,12,2019-01-05,2019-01-05 20:20:00,2019-01-05 19:50:00,2019-01-05 20:32:00,1
AA,1409,N956NN,LAX,315,298,21,19,2019-01-05,2019-01-05 18:21:00,2019-01-05 18:00:00,2019-01-05 18:40:00,1
AA,1630,N669AW,DFW,151,157,60,28,2019-01-05,2019-01-05 17:24:00,2019-01-05 16:24:00,2019-01-05 17:52:00,1
AA,1691,N817AW,ORD,148,142,62,11,2019-01-05,2019-01-05 18:38:00,2019-01-05 17:36:00,2019-01-05 18:49:00,1
AA,1851,N994NN,DFW,145,165,19,18,2019-01-05,2019-01-05 18:53:00,2019-01-05 18:34:00,2019-01-05 19:11:00,1
AA,2778,N976NN,DFW,154,128,40,8,2019-01-05,2019-01-05 10:46:00,2019-01-05 10:06:00,2019-01-05 10:54:00,1
AA,1309,N867NN,DFW,148,138,49,14,2019-02-05,2019-02-05 15:11:00,2019-02-05 14:22:00,2019-02-05 15:25:00,1
AA,1349,N673AW,DFW,155,137,15,17,2019-02-05,2019-02-05 20:05:00,2019-02-05 19:50:00,2019-02-05 20:22:00,1
AA,1409,N880NN,LAX,315,298,120,23,2019-02-05,2019-02-05 20:00:00,2019-02-05 18:00:00,2019-02-05 20:23:00,1
AA,1567,N865NN,DFW,159,151,33,17,2019-02-05,2019-02-05 08:34:00,2019-02-05 08:01:00,2019-02-05 08:51:00,1
AA,1630,N604AW,DFW,151,140,46,8,2019-02-05,2019-02-05 17:10:00,2019-02-05 16:24:00,2019-02-05 17:18:00,1
AA,1691,N767UW,ORD,148,128,21,13,2019-02-05,2019-02-05 17:57:00,2019-02-05 17:36:00,2019-02-05 18:10:00,1
AA,1991,N958UW,PHL,133,108,70,14,2019-02-05,2019-02-05 19:12:00,2019-02-05 18:02:00,2019-02-05 19:26:00,1
AA,2091,N9025B,MIA,126,104,17,13,2019-02-05,2019-02-05 18:56:00,2019-02-05 18:39:00,2019-02-05 19:09:00,1
AA,2737,N352PS,LAX,306,277,20,12,2019-02-05,2019-02-05 11:24:00,2019-02-05 11:04:00,2019-02-05 11:36:00,1
AA,440,N801AW,PHX,254,229,234,15,2019-03-05,2019-03-05 21:54:00,2019-03-05 18:00:00,2019-03-05 22:09:00,1
AA,738,N875NN,DFW,140,129,34,11,2019-03-05,2019-03-05 13:14:00,2019-03-05 12:40:00,2019-03-05 13:25:00,1
AA,799,N714US,CLT,85,82,65,27,2019-03-05,2019-03-05 09:36:00,2019-03-05 08:31:00,2019-03-05 10:03:00,1
AA,1300,N974AN,ORD,137,124,22,13,2019-03-05,2019-03-05 11:00:00,2019-03-05 10:38:00,2019-03-05 11:13:00,1
AA,1309,N808NN,DFW,144,129,44,15,2019-03-05,2019-03-05 14:59:00,2019-03-05 14:15:00,2019-03-05 15:14:00,1
AA,1618,N9017P,MIA,126,115,165,28,2019-03-05,2019-03-05 22:36:00,2019-03-05 19:51:00,2019-03-05 23:04:00,1
AA,1630,N166NN,DFW,150,142,16,19,2019-03-05,2019-03-05 16:40:00,2019-03-05 16:24:00,2019-03-05 16:59:00,1
AA,1662,N945UW,LGA,141,0,234,16,2019-03-05,2019-03-05 23:58:00,2019-03-05 20:04:00,2019-03-05 00:14:00,1
AA,2099,N942AN,DFW,151,155,35,16,2019-03-05,2019-03-05 20:14:00,2019-03-05 19:39:00,2019-03-05 20:30:00,1
AA,2552,N9002U,MIA,128,109,902,16,2019-03-05,2019-03-05 09:29:00,2019-03-05 18:27:00,2019-03-05 09:45:00,1
AA,2820,N952UW,PHL,131,121,38,25,2019-03-05,2019-03-05 15:32:00,2019-03-05 14:54:00,2019-03-05 15:57:00,1
AA,2921,N958UW,DCA,112,112,20,26,2019-03-05,2019-03-05 11:51:00,2019-03-05 11:31:00,2019-03-05 12:17:00,1
AA,1630,N901AA,DFW,150,158,46,12,2019-04-05,2019-04-05 17:10:00,2019-04-05 16:24:00,2019-04-05 17:22:00,1
AA,1691,N827AW,ORD,150,113,215,18,2019-04-05,2019-04-05 21:13:00,2019-04-05 17:38:00,2019-04-05 21:31:00,1
AA,2552,N713UW,MIA,128,125,42,16,2019-04-05,2019-04-05 19:09:00,2019-04-05 18:27:00,2019-04-05 19:25:00,1
AA,2820,N956UW,PHL,131,115,83,12,2019-04-05,2019-04-05 16:17:00,2019-04-05 14:54:00,2019-04-05 16:29:00,1
AA,2882,N951UW,DCA,116,98,38,18,2019-04-05,2019-04-05 15:27:00,2019-04-05 14:49:00,2019-04-05 15:45:00,1
AA,309,N946UW,DCA,125,93,108,12,2019-05-05,2019-05-05 18:43:00,2019-05-05 16:55:00,2019-05-05 18:55:00,1
AA,1662,N955UW,LGA,141,118,56,14,2019-05-05,2019-05-05 21:05:00,2019-05-05 20:09:00,2019-05-05 21:19:00,1
AA,2828,N9017P,MIA,118,118,27,14,2019-05-05,2019-05-05 12:59:00,2019-05-05 12:32:00,2019-05-05 13:13:00,1
AA,440,N765US,PHX,254,246,40,16,2019-06-05,2019-06-05 18:40:00,2019-06-05 18:00:00,2019-06-05 18:56:00,1
AA,1309,N985NN,DFW,144,124,35,15,2019-06-05,2019-06-05 14:50:00,2019-06-05 14:15:00,2019-06-05 15:05:00,1
AA,1618,N70020,MIA,126,117,58,20,2019-06-05,2019-06-05 20:49:00,2019-06-05 19:51:00,2019-06-05 21:09:00,1
AA,1630,N138AN,DFW,150,133,18,17,2019-06-05,2019-06-05 16:42:00,2019-06-05 16:24:00,2019-06-05 16:59:00,1
AA,1980,N963UW,PHL,125,114,42,14,2019-06-05,2019-06-05 11:58:00,2019-06-05 11:16:00,2019-06-05 12:12:00,1
AA,2552,N9018E,MIA,128,111,120,16,2019-06-05,2019-06-05 20:27:00,2019-06-05 18:27:00,2019-06-05 20:43:00,1
AA,476,N647AW,PHX,241,234,31,13,2019-07-05,2019-07-05 12:13:00,2019-07-05 11:42:00,2019-07-05 12:26:00,1
AA,242,N878NN,DFW,150,154,69,12,2019-08-05,2019-08-05 19:28:00,2019-08-05 18:19:00,2019-08-05 19:40:00,1
AA,440,N813AW,PHX,254,265,92,14,2019-08-05,2019-08-05 19:32:00,2019-08-05 18:00:00,2019-08-05 19:46:00,1
AA,476,N649AW,PHX,241,271,70,24,2019-08-05,2019-08-05 12:52:00,2019-08-05 11:42:00,2019-08-05 13:16:00,1
AA,603,N959UW,PHL,131,115,20,13,2019-08-05,2019-08-05 15:14:00,2019-08-05 14:54:00,2019-08-05 15:27:00,1
AA,738,N982NN,DFW,140,157,116,19,2019-08-05,2019-08-05 14:36:00,2019-08-05 12:40:00,2019-08-05 14:55:00,1
AA,1567,N144AN,DFW,147,223,229,18,2019-08-05,2019-08-05 11:49:00,2019-08-05 08:00:00,2019-08-05 12:07:00,1
AA,1630,N989AU,DFW,150,164,171,15,2019-08-05,2019-08-05 19:15:00,2019-08-05 16:24:00,2019-08-05 19:30:00,1
AA,1662,N954UW,LGA,141,124,64,15,2019-08-05,2019-08-05 21:08:00,2019-08-05 20:04:00,2019-08-05 21:23:00,1
AA,1994,N713UW,CLT,72,73,152,15,2019-08-05,2019-08-05 07:48:00,2019-08-05 05:16:00,2019-08-05 08:03:00,1
AA,2619,N939AN,DFW,146,219,231,27,2019-08-05,2019-08-05 12:56:00,2019-08-05 09:05:00,2019-08-05 13:23:00,1
AA,2778,N902AN,DFW,146,211,225,21,2019-08-05,2019-08-05 13:45:00,2019-08-05 10:00:00,2019-08-05 14:06:00,1
AA,242,N968NN,DFW,150,157,75,15,2019-09-05,2019-09-05 19:34:00,2019-09-05 18:19:00,2019-09-05 19:49:00,1
AA,309,N944UW,DCA,125,107,114,17,2019-09-05,2019-09-05 18:49:00,2019-09-05 16:55:00,2019-09-05 19:06:00,1
AA,738,N924AN,DFW,140,151,22,11,2019-09-05,2019-09-05 13:02:00,2019-09-05 12:40:00,2019-09-05 13:13:00,1
AA,834,N955AN,ORD,132,115,15,15,2019-09-05,2019-09-05 06:23:00,2019-09-05 06:08:00,2019-09-05 06:38:00,1
AA,1309,N924NN,DFW,144,162,18,15,2019-09-05,2019-09-05 14:33:00,2019-09-05 14:15:00,2019-09-05 14:48:00,1
AA,1409,N354PT,LAX,303,280,19,15,2019-09-05,2019-09-05 19:00:00,2019-09-05 18:41:00,2019-09-05 19:15:00,1
AA,1574,N881NN,ORD,142,111,109,19,2019-09-05,2019-09-05 09:17:00,2019-09-05 07:28:00,2019-09-05 09:36:00,1
AA,1618,N9021H,MIA,126,115,56,18,2019-09-05,2019-09-05 20:47:00,2019-09-05 19:51:00,2019-09-05 21:05:00,1
AA,1991,N945UW,PHL,141,124,180,14,2019-09-05,2019-09-05 20:48:00,2019-09-05 17:48:00,2019-09-05 21:02:00,1
AA,1994,N712US,CLT,72,76,128,18,2019-09-05,2019-09-05 07:24:00,2019-09-05 05:16:00,2019-09-05 07:42:00,1
AA,2737,N156AN,LAX,294,294,15,20,2019-09-05,2019-09-05 11:35:00,2019-09-05 11:20:00,2019-09-05 11:55:00,1
AA,2921,N944UW,DCA,112,111,75,18,2019-09-05,2019-09-05 12:46:00,2019-09-05 11:31:00,2019-09-05 13:04:00,1
AA,476,N655AW,PHX,241,232,47,14,2019-10-05,2019-10-05 12:29:00,2019-10-05 11:42:00,2019-10-05 12:43:00,1
AA,603,N953UW,PHL,131,130,15,18,2019-10-05,2019-10-05 15:09:00,2019-10-05 14:54:00,2019-10-05 15:27:00,1
AA,1309,N923AN,DFW,144,135,33,15,2019-10-05,2019-10-05 14:48:00,2019-10-05 14:15:00,2019-10-05 15:03:00,1
AA,1409,N354PT,LAX,303,281,19,21,2019-10-05,2019-10-05 19:00:00,2019-10-05 18:41:00,2019-10-05 19:21:00,1
AA,1630,N140AN,DFW,150,134,84,17,2019-10-05,2019-10-05 17:48:00,2019-10-05 16:24:00,2019-10-05 18:05:00,1
AA,1947,N114UW,CLT,88,86,95,20,2019-10-05,2019-10-05 16:54:00,2019-10-05 15:19:00,2019-10-05 17:14:00,1
AA,1994,N758US,CLT,72,63,31,11,2019-10-05,2019-10-05 05:47:00,2019-10-05 05:16:00,2019-10-05 05:58:00,1
AA,2552,N5007E,MIA,128,123,22,18,2019-10-05,2019-10-05 18:49:00,2019-10-05 18:27:00,2019-10-05 19:07:00,1
AA,2863,N127UW,CLT,78,81,21,20,2019-10-05,2019-10-05 14:28:00,2019-10-05 14:07:00,2019-10-05 14:48:00,1
AA,1409,N869NN,LAX,303,284,59,19,2019-11-05,2019-11-05 19:40:00,2019-11-05 18:41:00,2019-11-05 19:59:00,1
AA,1567,N142AN,DFW,147,162,135,21,2019-11-05,2019-11-05 10:15:00,2019-11-05 08:00:00,2019-11-05 10:36:00,1
AA,1630,N903AA,DFW,150,196,178,16,2019-11-05,2019-11-05 19:22:00,2019-11-05 16:24:00,2019-11-05 19:38:00,1
AA,2778,N951NN,DFW,146,150,138,26,2019-11-05,2019-11-05 12:18:00,2019-11-05 10:00:00,2019-11-05 12:44:00,1
AA,2863,N840NN,CLT,78,148,313,31,2019-11-05,2019-11-05 19:20:00,2019-11-05 14:07:00,2019-11-05 19:51:00,1
AA,309,N953UW,DCA,125,98,180,13,2019-12-05,2019-12-05 19:55:00,2019-12-05 16:55:00,2019-12-05 20:08:00,1
AA,476,N604AW,PHX,241,238,24,17,2019-12-05,2019-12-05 12:06:00,2019-12-05 11:42:00,2019-12-05 12:23:00,1
AA,1309,N810NN,DFW,144,132,51,13,2019-12-05,2019-12-05 15:06:00,2019-12-05 14:15:00,2019-12-05 15:19:00,1
AA,1618,N9006,MIA,126,126,97,17,2019-12-05,2019-12-05 21:28:00,2019-12-05 19:51:00,2019-12-05 21:45:00,1
AA,1662,N949UW,LGA,141,111,51,14,2019-12-05,2019-12-05 20:55:00,2019-12-05 20:04:00,2019-12-05 21:09:00,1
AA,1677,N967NN,CLT,77,79,24,14,2019-12-05,2019-12-05 12:52:00,2019-12-05 12:28:00,2019-12-05 13:06:00,1
AA,1991,N961UW,PHL,141,134,139,25,2019-12-05,2019-12-05 20:07:00,2019-12-05 17:48:00,2019-12-05 20:32:00,1
AA,2244,N963UW,LGA,140,134,66,26,2019-12-05,2019-12-05 16:29:00,2019-12-05 15:23:00,2019-12-05 16:55:00,1
AA,2552,N8031M,MIA,128,125,75,22,2019-12-05,2019-12-05 19:42:00,2019-12-05 18:27:00,2019-12-05 20:04:00,1
AA,2717,N9029F,MIA,127,117,127,24,2019-12-05,2019-12-05 11:20:00,2019-12-05 09:13:00,2019-12-05 11:44:00,1
AA,2820,N945UW,PHL,131,113,111,14,2019-12-05,2019-12-05 16:44:00,2019-12-05 14:53:00,2019-12-05 16:58:00,1
AA,603,N715UW,PHL,131,121,16,28,2019-05-13,2019-05-13 15:10:00,2019-05-13 14:54:00,2019-05-13 15:38:00,1
AA,1300,N972AN,ORD,137,126,153,14,2019-05-13,2019-05-13 13:11:00,2019-05-13 10:38:00,2019-05-13 13:25:00,1
AA,1618,N9010R,MIA,126,110,74,18,2019-05-13,2019-05-13 21:05:00,2019-05-13 19:51:00,2019-05-13 21:23:00,1
AA,1907,N661AW,PHL,124,142,15,55,2019-05-13,2019-05-13 07:49:00,2019-05-13 07:34:00,2019-05-13 08:44:00,1
AA,1980,N951UW,PHL,125,131,16,20,2019-05-13,2019-05-13 11:32:00,2019-05-13 11:16:00,2019-05-13 11:52:00,1
AA,1991,N954UW,PHL,141,116,55,12,2019-05-13,2019-05-13 18:43:00,2019-05-13 17:48:00,2019-05-13 18:55:00,1
AA,2244,N959UW,LGA,140,128,18,16,2019-05-13,2019-05-13 15:41:00,2019-05-13 15:23:00,2019-05-13 15:57:00,1
AA,2552,N5007E,MIA,128,119,34,12,2019-05-13,2019-05-13 19:01:00,2019-05-13 18:27:00,2019-05-13 19:13:00,1
AA,2921,N950UW,DCA,112,89,15,15,2019-05-13,2019-05-13 11:46:00,2019-05-13 11:31:00,2019-05-13 12:01:00,1
AA,1567,N136AN,DFW,147,141,23,19,2019-05-14,2019-05-14 08:23:00,2019-05-14 08:00:00,2019-05-14 08:42:00,1
AA,1994,N754UW,CLT,72,81,24,35,2019-05-14,2019-05-14 05:40:00,2019-05-14 05:16:00,2019-05-14 06:15:00,1
AA,2552,N9012,MIA,128,116,35,16,2019-05-14,2019-05-14 19:02:00,2019-05-14 18:27:00,2019-05-14 19:18:00,1
AA,603,N953UW,PHL,131,117,21,19,2019-05-15,2019-05-15 15:15:00,2019-05-15 14:54:00,2019-05-15 15:34:00,1
AA,1618,N9025B,MIA,126,108,44,16,2019-05-15,2019-05-15 20:35:00,2019-05-15 19:51:00,2019-05-15 20:51:00,1
AA,1662,N963UW,LGA,141,121,44,11,2019-05-15,2019-05-15 20:48:00,2019-05-15 20:04:00,2019-05-15 20:59:00,1
AA,242,N951AA,DFW,150,149,25,36,2019-05-16,2019-05-16 18:44:00,2019-05-16 18:19:00,2019-05-16 19:20:00,1
AA,603,N957UW,PHL,131,126,31,17,2019-05-16,2019-05-16 15:25:00,2019-05-16 14:54:00,2019-05-16 15:42:00,1
AA,1309,N917NN,DFW,144,121,27,13,2019-05-16,2019-05-16 14:42:00,2019-05-16 14:15:00,2019-05-16 14:55:00,1
