carrier_code,flight_number,tail_number,destination_airport,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),date_mm/dd/yyyy,actual_departure_time,scheduled_departure_time,wheels-off_time,DepDel15
AA,649,N9026C,DFW,149,140,15,15,2019-09-19,2019-09-19 20:15:00,2019-09-19 20:00:00,2019-09-19 20:30:00,1
AA,799,N763US,CLT,86,74,28,27,2019-09-19,2019-09-19 09:16:00,2019-09-19 08:48:00,2019-09-19 09:43:00,1
AA,1630,N953NN,DFW,143,149,20,31,2019-09-19,2019-09-19 16:47:00,2019-09-19 16:27:00,2019-09-19 17:18:00,1
AA,1662,N957UW,LGA,138,134,28,18,2019-09-19,2019-09-19 20:30:00,2019-09-19 20:02:00,2019-09-19 20:48:00,1
AA,2737,N149AN,LAX,285,274,105,14,2019-09-19,2019-09-19 12:59:00,2019-09-19 11:14:00,2019-09-19 13:13:00,1
AA,242,N958AN,DFW,147,145,112,29,2019-09-20,2019-09-20 20:10:00,2019-09-20 18:18:00,2019-09-20 20:39:00,1
AA,1309,N916NN,DFW,143,143,119,26,2019-09-20,2019-09-20 16:23:00,2019-09-20 14:24:00,2019-09-20 16:49:00,1
AA,1630,N342PM,DFW,143,131,114,22,2019-09-20,2019-09-20 18:21:00,2019-09-20 16:27:00,2019-09-20 18:43:00,1
AA,1643,N908AN,CLT,82,83,28,16,2019-09-20,2019-09-20 12:54:00,2019-09-20 12:26:00,2019-09-20 13:10:00,1
AA,1718,N661AW,CLT,80,75,235,23,2019-09-20,2019-09-20 10:55:00,2019-09-20 07:00:00,2019-09-20 11:18:00,1
AA,1729,N851NN,MIA,122,107,71,19,2019-09-20,2019-09-20 20:59:00,2019-09-20 19:48:00,2019-09-20 21:18:00,1
AA,2717,N8009T,MIA,122,111,16,21,2019-09-20,2019-09-20 09:33:00,2019-09-20 09:17:00,2019-09-20 09:54:00,1
AA,2841,N921NN,ORD,139,115,93,19,2019-09-20,2019-09-20 21:31:00,2019-09-20 19:58:00,2019-09-20 21:50:00,1
AA,1627,N149AN,ORD,136,142,71,20,2019-09-22,2019-09-22 18:08:00,2019-09-22 16:57:00,2019-09-22 18:28:00,1
AA,2328,N141NN,LAX,289,277,21,11,2019-09-22,2019-09-22 07:21:00,2019-09-22 07:00:00,2019-09-22 07:32:00,1
AA,738,N917AN,DFW,141,138,27,29,2019-09-23,2019-09-23 12:50:00,2019-09-23 12:23:00,2019-09-23 13:19:00,1
AA,1409,N997NN,LAX,288,285,92,22,2019-09-23,2019-09-23 20:02:00,2019-09-23 18:30:00,2019-09-23 20:24:00,1
AA,242,N869NN,DFW,147,134,20,15,2019-09-24,2019-09-24 18:38:00,2019-09-24 18:18:00,2019-09-24 18:53:00,1
AA,603,N119US,PHL,130,128,197,18,2019-09-24,2019-09-24 18:13:00,2019-09-24 14:56:00,2019-09-24 18:31:00,1
AA,1376,N955UW,LGA,137,124,21,14,2019-09-24,2019-09-24 15:46:00,2019-09-24 15:25:00,2019-09-24 16:00:00,1
AA,1550,N741UW,CLT,81,55,27,14,2019-09-24,2019-09-24 20:51:00,2019-09-24 20:24:00,2019-09-24 21:05:00,1
AA,1662,N963UW,LGA,138,124,92,20,2019-09-24,2019-09-24 21:34:00,2019-09-24 20:02:00,2019-09-24 21:54:00,1
AA,1991,N944UW,PHL,130,122,192,22,2019-09-24,2019-09-24 20:58:00,2019-09-24 17:46:00,2019-09-24 21:20:00,1
AA,649,N9025B,DFW,149,122,36,12,2019-09-25,2019-09-25 20:36:00,2019-09-25 20:00:00,2019-09-25 20:48:00,1
AA,1729,N829NN,MIA,122,106,78,18,2019-09-25,2019-09-25 21:06:00,2019-09-25 19:48:00,2019-09-25 21:24:00,1
AA,1991,N959UW,PHL,130,123,70,17,2019-09-25,2019-09-25 18:56:00,2019-09-25 17:46:00,2019-09-25 19:13:00,1
AA,2619,N961NN,DFW,150,160,21,16,2019-09-25,2019-09-25 09:41:00,2019-09-25 09:20:00,2019-09-25 09:57:00,1
AA,1309,N948NN,DFW,143,127,62,21,2019-09-26,2019-09-26 15:26:00,2019-09-26 14:24:00,2019-09-26 15:47:00,1
AA,1662,N946UW,LGA,138,149,88,25,2019-09-26,2019-09-26 21:30:00,2019-09-26 20:02:00,2019-09-26 21:55:00,1
AA,2552,N702UW,MIA,121,115,176,15,2019-09-26,2019-09-26 21:33:00,2019-09-26 18:37:00,2019-09-26 21:48:00,1
AA,309,N944UW,DCA,120,124,75,20,2019-09-27,2019-09-27 18:15:00,2019-09-27 17:00:00,2019-09-27 18:35:00,1
AA,496,N944UW,DCA,111,119,59,33,2019-09-27,2019-09-27 12:31:00,2019-09-27 11:32:00,2019-09-27 13:04:00,1
AA,603,N956UW,PHL,130,113,63,15,2019-09-27,2019-09-27 15:59:00,2019-09-27 14:56:00,2019-09-27 16:14:00,1
AA,1300,N909NN,ORD,135,136,74,11,2019-09-27,2019-09-27 11:25:00,2019-09-27 10:11:00,2019-09-27 11:36:00,1
AA,2344,N856NN,MIA,122,102,26,14,2019-09-27,2019-09-27 07:59:00,2019-09-27 07:33:00,2019-09-27 08:13:00,1
AA,2552,N748UW,MIA,121,117,96,30,2019-09-27,2019-09-27 20:13:00,2019-09-27 18:37:00,2019-09-27 20:43:00,1
AA,2717,N709UW,MIA,122,111,37,15,2019-09-27,2019-09-27 09:54:00,2019-09-27 09:17:00,2019-09-27 10:09:00,1
AA,1567,N963AN,DFW,142,125,67,10,2019-09-28,2019-09-28 09:07:00,2019-09-28 08:00:00,2019-09-28 09:17:00,1
AA,1643,N974AN,CLT,82,77,66,11,2019-09-28,2019-09-28 13:32:00,2019-09-28 12:26:00,2019-09-28 13:43:00,1
AA,1718,N680AW,CLT,80,102,36,15,2019-09-28,2019-09-28 07:36:00,2019-09-28 07:00:00,2019-09-28 07:51:00,1
AA,1729,N830NN,MIA,122,111,42,25,2019-09-28,2019-09-28 20:30:00,2019-09-28 19:48:00,2019-09-28 20:55:00,1
AA,476,N660AW,PHX,242,226,87,11,2019-09-29,2019-09-29 13:11:00,2019-09-29 11:44:00,2019-09-29 13:22:00,1
AA,603,N944UW,PHL,130,113,42,12,2019-09-29,2019-09-29 15:38:00,2019-09-29 14:56:00,2019-09-29 15:50:00,1
AA,1177,N9023N,MIA,115,108,35,13,2019-09-29,2019-09-29 07:26:00,2019-09-29 06:51:00,2019-09-29 07:39:00,1
AA,1309,N909NN,DFW,143,137,59,19,2019-09-29,2019-09-29 15:23:00,2019-09-29 14:24:00,2019-09-29 15:42:00,1
AA,1567,N916AN,DFW,142,142,17,17,2019-09-29,2019-09-29 08:17:00,2019-09-29 08:00:00,2019-09-29 08:34:00,1
AA,1627,N824AW,ORD,136,149,48,25,2019-09-29,2019-09-29 17:45:00,2019-09-29 16:57:00,2019-09-29 18:10:00,1
AA,1643,N950AN,CLT,82,85,147,19,2019-09-29,2019-09-29 14:53:00,2019-09-29 12:26:00,2019-09-29 15:12:00,1
AA,1991,N947UW,PHL,130,122,75,17,2019-09-29,2019-09-29 19:01:00,2019-09-29 17:46:00,2019-09-29 19:18:00,1
AA,2770,N930AU,DFW,141,129,42,19,2019-09-29,2019-09-29 07:07:00,2019-09-29 06:25:00,2019-09-29 07:26:00,1
AA,242,N951AA,DFW,147,121,67,13,2019-09-30,2019-09-30 19:25:00,2019-09-30 18:18:00,2019-09-30 19:38:00,1
AA,440,N661AW,PHX,244,228,53,18,2019-09-30,2019-09-30 18:53:00,2019-09-30 18:00:00,2019-09-30 19:11:00,1
AA,1627,N156AN,ORD,136,119,123,13,2019-09-30,2019-09-30 19:00:00,2019-09-30 16:57:00,2019-09-30 19:13:00,1
AA,1980,N954UW,PHL,127,120,37,13,2019-09-30,2019-09-30 12:26:00,2019-09-30 11:49:00,2019-09-30 12:39:00,1
AA,2552,N721UW,MIA,121,116,91,21,2019-09-30,2019-09-30 20:08:00,2019-09-30 18:37:00,2019-09-30 20:29:00,1
AA,2841,N903NN,ORD,139,113,22,17,2019-09-30,2019-09-30 20:20:00,2019-09-30 19:58:00,2019-09-30 20:37:00,1
AA,738,N960NN,DFW,141,123,16,11,2019-01-10,2019-01-10 12:39:00,2019-01-10 12:23:00,2019-01-10 12:50:00,1
AA,1630,N943NN,DFW,143,163,24,17,2019-01-10,2019-01-10 16:51:00,2019-01-10 16:27:00,2019-01-10 17:08:00,1
AA,1729,N989AN,MIA,122,116,23,23,2019-01-10,2019-01-10 20:11:00,2019-01-10 19:48:00,2019-01-10 20:34:00,1
AA,309,N947UW,DCA,120,101,30,8,2019-02-10,2019-02-10 17:30:00,2019-02-10 17:00:00,2019-02-10 17:38:00,1
AA,1662,N944UW,LGA,138,158,57,50,2019-02-10,2019-02-10 20:59:00,2019-02-10 20:02:00,2019-02-10 21:49:00,1
AA,2619,N948AN,DFW,150,131,70,18,2019-02-10,2019-02-10 10:30:00,2019-02-10 09:20:00,2019-02-10 10:48:00,1
AA,309,N958UW,DCA,119,104,24,21,2019-03-10,2019-03-10 17:25:00,2019-03-10 17:01:00,2019-03-10 17:46:00,1
AA,476,N654AW,PHX,244,216,17,10,2019-03-10,2019-03-10 12:01:00,2019-03-10 11:44:00,2019-03-10 12:11:00,1
AA,799,N747UW,CLT,86,83,642,31,2019-03-10,2019-03-10 19:30:00,2019-03-10 08:48:00,2019-03-10 20:01:00,1
AA,1376,N948UW,LGA,137,127,120,17,2019-03-10,2019-03-10 17:25:00,2019-03-10 15:25:00,2019-03-10 17:42:00,1
AA,1409,N976NN,LAX,296,277,15,12,2019-03-10,2019-03-10 18:45:00,2019-03-10 18:30:00,2019-03-10 18:57:00,1
AA,1662,N965UW,LGA,138,140,126,38,2019-03-10,2019-03-10 22:08:00,2019-03-10 20:02:00,2019-03-10 22:46:00,1
AA,2552,N721UW,MIA,121,123,23,15,2019-03-10,2019-03-10 19:00:00,2019-03-10 18:37:00,2019-03-10 19:15:00,1
AA,309,N952UW,DCA,119,89,70,12,2019-04-10,2019-04-10 18:11:00,2019-04-10 17:01:00,2019-04-10 18:23:00,1
AA,603,N957UW,PHL,128,120,24,22,2019-04-10,2019-04-10 15:21:00,2019-04-10 14:57:00,2019-04-10 15:43:00,1
AA,1376,N963UW,LGA,137,149,19,26,2019-04-10,2019-04-10 15:44:00,2019-04-10 15:25:00,2019-04-10 16:10:00,1
AA,1662,N959UW,LGA,138,187,80,74,2019-04-10,2019-04-10 21:22:00,2019-04-10 20:02:00,2019-04-10 22:36:00,1
AA,1991,N946UW,PHL,128,143,117,38,2019-04-10,2019-04-10 19:43:00,2019-04-10 17:46:00,2019-04-10 20:21:00,1
AA,2552,N9002U,MIA,121,108,26,18,2019-05-10,2019-05-10 19:03:00,2019-05-10 18:37:00,2019-05-10 19:21:00,1
AA,242,N869NN,DFW,148,158,61,31,2019-06-10,2019-06-10 19:18:00,2019-06-10 18:17:00,2019-06-10 19:49:00,1
AA,1907,N753US,PHL,125,116,22,13,2019-06-10,2019-06-10 08:02:00,2019-06-10 07:40:00,2019-06-10 08:15:00,1
AA,2841,N971NN,ORD,140,129,23,25,2019-06-10,2019-06-10 20:21:00,2019-06-10 19:58:00,2019-06-10 20:46:00,1
AA,603,N965UW,PHL,128,123,16,20,2019-07-10,2019-07-10 15:13:00,2019-07-10 14:57:00,2019-07-10 15:33:00,1
AA,738,N912NN,DFW,142,144,27,18,2019-07-10,2019-07-10 12:56:00,2019-07-10 12:29:00,2019-07-10 13:14:00,1
AA,885,N922NN,ORD,143,146,20,15,2019-07-10,2019-07-10 17:57:00,2019-07-10 17:37:00,2019-07-10 18:12:00,1
AA,1309,N919NN,DFW,144,133,189,12,2019-07-10,2019-07-10 17:33:00,2019-07-10 14:24:00,2019-07-10 17:45:00,1
AA,1409,N925NN,LAX,296,300,107,29,2019-07-10,2019-07-10 20:17:00,2019-07-10 18:30:00,2019-07-10 20:46:00,1
AA,1630,N925AN,DFW,144,138,36,21,2019-07-10,2019-07-10 17:03:00,2019-07-10 16:27:00,2019-07-10 17:24:00,1
AA,1729,N803NN,MIA,122,106,69,13,2019-07-10,2019-07-10 20:57:00,2019-07-10 19:48:00,2019-07-10 21:10:00,1
AA,2552,N9025B,MIA,121,105,373,12,2019-07-10,2019-07-10 00:50:00,2019-07-10 18:37:00,2019-07-10 01:02:00,1
AA,2737,N127AA,LAX,293,280,35,16,2019-07-10,2019-07-10 11:49:00,2019-07-10 11:14:00,2019-07-10 12:05:00,1
AA,603,N946UW,PHL,128,123,109,14,2019-08-10,2019-08-10 16:46:00,2019-08-10 14:57:00,2019-08-10 17:00:00,1
AA,1177,N8009T,MIA,115,127,119,25,2019-08-10,2019-08-10 08:50:00,2019-08-10 06:51:00,2019-08-10 09:15:00,1
AA,1662,N952UW,LGA,138,133,39,24,2019-08-10,2019-08-10 20:41:00,2019-08-10 20:02:00,2019-08-10 21:05:00,1
AA,1718,N802AW,CLT,82,71,17,20,2019-08-10,2019-08-10 07:36:00,2019-08-10 07:19:00,2019-08-10 07:56:00,1
AA,1991,N945UW,PHL,128,109,104,16,2019-08-10,2019-08-10 19:30:00,2019-08-10 17:46:00,2019-08-10 19:46:00,1
AA,1994,N829NN,CLT,75,74,104,22,2019-08-10,2019-08-10 07:04:00,2019-08-10 05:20:00,2019-08-10 07:26:00,1
AA,476,N669AW,PHX,244,254,116,23,2019-09-10,2019-09-10 13:40:00,2019-09-10 11:44:00,2019-09-10 14:03:00,1
AA,1309,N912NN,DFW,144,140,39,17,2019-09-10,2019-09-10 15:03:00,2019-09-10 14:24:00,2019-09-10 15:20:00,1
AA,1550,N710UW,CLT,81,59,22,20,2019-09-10,2019-09-10 20:42:00,2019-09-10 20:20:00,2019-09-10 21:02:00,1
AA,1627,N819AW,ORD,137,135,17,18,2019-09-10,2019-09-10 17:11:00,2019-09-10 16:54:00,2019-09-10 17:29:00,1
AA,1662,N963UW,LGA,138,170,91,43,2019-09-10,2019-09-10 21:33:00,2019-09-10 20:02:00,2019-09-10 22:16:00,1
AA,1991,N958UW,PHL,128,125,180,26,2019-09-10,2019-09-10 20:46:00,2019-09-10 17:46:00,2019-09-10 21:12:00,1
AA,1662,N967UW,LGA,138,123,44,18,2019-10-10,2019-10-10 20:46:00,2019-10-10 20:02:00,2019-10-10 21:04:00,1
AA,2841,N997NN,ORD,140,127,99,22,2019-10-10,2019-10-10 21:37:00,2019-10-10 19:58:00,2019-10-10 21:59:00,1
AA,242,N918NN,DFW,148,170,101,28,2019-11-10,2019-11-10 19:58:00,2019-11-10 18:17:00,2019-11-10 20:26:00,1
AA,738,N967AN,DFW,142,141,26,24,2019-11-10,2019-11-10 12:55:00,2019-11-10 12:29:00,2019-11-10 13:19:00,1
AA,1627,N756US,ORD,137,166,26,27,2019-11-10,2019-11-10 17:20:00,2019-11-10 16:54:00,2019-11-10 17:47:00,1
AA,1630,N998NN,DFW,144,143,107,15,2019-11-10,2019-11-10 18:14:00,2019-11-10 16:27:00,2019-11-10 18:29:00,1
AA,1643,N918AN,CLT,82,76,32,24,2019-11-10,2019-11-10 12:55:00,2019-11-10 12:23:00,2019-11-10 13:19:00,1
AA,1991,N955UW,PHL,128,120,26,16,2019-11-10,2019-11-10 18:12:00,2019-11-10 17:46:00,2019-11-10 18:28:00,1
AA,2552,N730US,MIA,121,116,19,14,2019-11-10,2019-11-10 18:56:00,2019-11-10 18:37:00,2019-11-10 19:10:00,1
AA,2619,N901AN,DFW,151,144,66,19,2019-11-10,2019-11-10 10:31:00,2019-11-10 09:25:00,2019-11-10 10:50:00,1
AA,2737,N147AA,LAX,293,292,178,16,2019-11-10,2019-11-10 14:12:00,2019-11-10 11:14:00,2019-11-10 14:28:00,1
AA,2778,N896NN,DFW,151,131,112,12,2019-11-10,2019-11-10 11:52:00,2019-11-10 10:00:00,2019-11-10 12:04:00,1
AA,2841,N983NN,ORD,140,112,58,16,2019-11-10,2019-11-10 20:56:00,2019-11-10 19:58:00,2019-11-10 21:12:00,1
AA,1994,N992AN,CLT,75,62,39,14,2019-12-10,2019-12-10 05:59:00,2019-12-10 05:20:00,2019-12-10 06:13:00,1
AA,309,N949UW,DCA,119,101,55,21,2019-10-13,2019-10-13 17:56:00,2019-10-13 17:01:00,2019-10-13 18:17:00,1
AA,476,N673AW,PHX,244,245,28,20,2019-10-13,2019-10-13 12:12:00,2019-10-13 11:44:00,2019-10-13 12:32:00,1
AA,795,N70020,MIA,115,106,23,17,2019-10-13,2019-10-13 13:13:00,2019-10-13 12:50:00,2019-10-13 13:30:00,1
AA,885,N876NN,ORD,143,134,22,28,2019-10-13,2019-10-13 17:59:00,2019-10-13 17:37:00,2019-10-13 18:27:00,1
AA,1376,N952UW,LGA,137,135,54,19,2019-10-13,2019-10-13 16:19:00,2019-10-13 15:25:00,2019-10-13 16:38:00,1
AA,1550,N741UW,CLT,81,71,28,21,2019-10-13,2019-10-13 20:48:00,2019-10-13 20:20:00,2019-10-13 21:09:00,1
AA,1627,N836AW,ORD,137,161,26,62,2019-10-13,2019-10-13 17:20:00,2019-10-13 16:54:00,2019-10-13 18:22:00,1
AA,1662,N945UW,LGA,138,141,46,40,2019-10-13,2019-10-13 20:48:00,2019-10-13 20:02:00,2019-10-13 21:28:00,1
AA,1980,N953UW,PHL,125,156,31,46,2019-10-13,2019-10-13 12:20:00,2019-10-13 11:49:00,2019-10-13 13:06:00,1
AA,1376,N946UW,LGA,137,124,34,11,2019-10-14,2019-10-14 15:59:00,2019-10-14 15:25:00,2019-10-14 16:10:00,1
AA,1643,N344PP,CLT,82,70,16,15,2019-10-14,2019-10-14 12:39:00,2019-10-14 12:23:00,2019-10-14 12:54:00,1
AA,1729,N829NN,MIA,122,117,27,28,2019-10-14,2019-10-14 20:15:00,2019-10-14 19:48:00,2019-10-14 20:43:00,1
AA,2552,N722US,MIA,121,100,20,12,2019-10-14,2019-10-14 18:57:00,2019-10-14 18:37:00,2019-10-14 19:09:00,1
AA,2778,N932AN,DFW,151,139,16,18,2019-10-14,2019-10-14 10:16:00,2019-10-14 10:00:00,2019-10-14 10:34:00,1
AA,649,N93003,DFW,151,179,32,52,2019-10-15,2019-10-15 20:32:00,2019-10-15 20:00:00,2019-10-15 21:24:00,1
AA,1376,N948UW,LGA,137,118,74,20,2019-10-15,2019-10-15 16:39:00,2019-10-15 15:25:00,2019-10-15 16:59:00,1
AA,1550,N708UW,CLT,81,77,18,31,2019-10-15,2019-10-15 20:38:00,2019-10-15 20:20:00,2019-10-15 21:09:00,1
AA,1729,N821NN,MIA,122,108,283,15,2019-10-15,2019-10-15 00:31:00,2019-10-15 19:48:00,2019-10-15 00:46:00,1
AA,1991,N961UW,PHL,128,125,145,34,2019-10-15,2019-10-15 20:11:00,2019-10-15 17:46:00,2019-10-15 20:45:00,1
AA,496,N948UW,DCA,110,97,28,19,2019-10-16,2019-10-16 12:01:00,2019-10-16 11:33:00,2019-10-16 12:20:00,1
AA,1300,N983NN,ORD,136,144,55,40,2019-10-16,2019-10-16 11:06:00,2019-10-16 10:11:00,2019-10-16 11:46:00,1
AA,1376,N965UW,LGA,137,157,19,38,2019-10-16,2019-10-16 15:44:00,2019-10-16 15:25:00,2019-10-16 16:22:00,1
AA,1662,N959UW,LGA,138,271,46,87,2019-10-16,2019-10-16 20:48:00,2019-10-16 20:02:00,2019-10-16 22:15:00,1
AA,2737,N135NN,LAX,293,272,24,14,2019-10-16,2019-10-16 11:38:00,2019-10-16 11:14:00,2019-10-16 11:52:00,1
AA,242,N917NN,DFW,148,124,19,13,2019-10-17,2019-10-17 18:36:00,2019-10-17 18:17:00,2019-10-17 18:49:00,1
AA,1376,N958UW,LGA,137,178,83,68,2019-10-17,2019-10-17 16:48:00,2019-10-17 15:25:00,2019-10-17 17:56:00,1
AA,1409,N200NV,LAX,296,270,69,18,2019-10-17,2019-10-17 19:39:00,2019-10-17 18:30:00,2019-10-17 19:57:00,1
AA,1630,N978NN,DFW,144,137,22,20,2019-10-17,2019-10-17 16:49:00,2019-10-17 16:27:00,2019-10-17 17:09:00,1
AA,1662,N952UW,LGA,138,125,51,18,2019-10-17,2019-10-17 20:53:00,2019-10-17 20:02:00,2019-10-17 21:11:00,1
AA,1729,N820NN,MIA,122,120,23,31,2019-10-17,2019-10-17 20:11:00,2019-10-17 19:48:00,2019-10-17 20:42:00,1
AA,2328,N147AA,LAX,297,275,27,19,2019-10-17,2019-10-17 07:27:00,2019-10-17 07:00:00,2019-10-17 07:46:00,1
AA,2440,N765US,ORD,133,116,19,14,2019-10-17,2019-10-17 06:19:00,2019-10-17 06:00:00,2019-10-17 06:33:00,1
AA,2552,N741UW,MIA,121,127,24,15,2019-10-17,2019-10-17 19:01:00,2019-10-17 18:37:00,2019-10-17 19:16:00,1
AA,2737,N156AN,LAX,293,283,237,20,2019-10-17,2019-10-17 15:11:00,2019-10-17 11:14:00,2019-10-17 15:31:00,1
AA,440,N669AW,PHX,245,228,20,12,2019-10-18,2019-10-18 18:37:00,2019-10-18 18:17:00,2019-10-18 18:49:00,1
AA,603,N944UW,PHL,128,114,71,14,2019-10-18,2019-10-18 16:08:00,2019-10-18 14:57:00,2019-10-18 16:22:00,1
AA,738,N967NN,DFW,142,146,21,25,2019-10-18,2019-10-18 12:50:00,2019-10-18 12:29:00,2019-10-18 13:15:00,1
AA,835,N744P,LGA,126,130,21,9,2019-10-18,2019-10-18 06:54:00,2019-10-18 06:33:00,2019-10-18 07:03:00,1
AA,1574,N983AN,ORD,130,132,57,14,2019-10-18,2019-10-18 07:57:00,2019-10-18 07:00:00,2019-10-18 08:11:00,1
AA,1630,N976NN,DFW,144,138,18,19,2019-10-18,2019-10-18 16:45:00,2019-10-18 16:27:00,2019-10-18 17:04:00,1
AA,1662,N945UW,LGA,138,149,43,31,2019-10-18,2019-10-18 20:45:00,2019-10-18 20:02:00,2019-10-18 21:16:00,1
AA,1991,N957UW,PHL,128,124,27,17,2019-10-18,2019-10-18 18:13:00,2019-10-18 17:46:00,2019-10-18 18:30:00,1
AA,2717,N819NN,MIA,122,111,50,18,2019-10-18,2019-10-18 10:07:00,2019-10-18 09:17:00,2019-10-18 10:25:00,1
AA,309,N952UW,DCA,113,115,64,31,2019-10-19,2019-10-19 15:58:00,2019-10-19 14:54:00,2019-10-19 16:29:00,1
AA,603,N959UW,PHL,128,108,72,12,2019-10-19,2019-10-19 16:09:00,2019-10-19 14:57:00,2019-10-19 16:21:00,1
AA,885,N988NN,ORD,143,126,46,33,2019-10-19,2019-10-19 18:23:00,2019-10-19 17:37:00,2019-10-19 18:56:00,1
AA,2552,N710UW,MIA,121,109,52,24,2019-10-19,2019-10-19 19:29:00,2019-10-19 18:37:00,2019-10-19 19:53:00,1
AA,476,N668AW,PHX,244,256,75,25,2019-10-20,2019-10-20 12:59:00,2019-10-20 11:44:00,2019-10-20 13:24:00,1
AA,1567,N920AN,DFW,144,150,26,24,2019-10-20,2019-10-20 08:26:00,2019-10-20 08:00:00,2019-10-20 08:50:00,1
AA,1662,N949UW,LGA,138,132,39,27,2019-10-20,2019-10-20 20:41:00,2019-10-20 20:02:00,2019-10-20 21:08:00,1
AA,1980,N959UW,PHL,125,119,21,16,2019-10-20,2019-10-20 12:10:00,2019-10-20 11:49:00,2019-10-20 12:26:00,1
AA,1991,N946UW,PHL,128,159,53,61,2019-10-20,2019-10-20 18:39:00,2019-10-20 17:46:00,2019-10-20 19:40:00,1
AA,2737,N138AN,LAX,293,304,37,26,2019-10-20,2019-10-20 11:51:00,2019-10-20 11:14:00,2019-10-20 12:17:00,1
AA,2841,N880NN,ORD,140,129,64,15,2019-10-20,2019-10-20 21:02:00,2019-10-20 19:58:00,2019-10-20 21:17:00,1
AA,440,N195UW,PHX,245,248,26,14,2019-10-21,2019-10-21 18:43:00,2019-10-21 18:17:00,2019-10-21 18:57:00,1
AA,603,N965UW,PHL,128,107,32,15,2019-10-21,2019-10-21 15:29:00,2019-10-21 14:57:00,2019-10-21 15:44:00,1
AA,1300,N954NN,ORD,136,142,15,23,2019-10-21,2019-10-21 10:26:00,2019-10-21 10:11:00,2019-10-21 10:49:00,1
AA,1376,N946UW,LGA,137,140,29,39,2019-10-21,2019-10-21 15:54:00,2019-10-21 15:25:00,2019-10-21 16:33:00,1
AA,1630,N992NN,DFW,144,149,177,15,2019-10-21,2019-10-21 19:24:00,2019-10-21 16:27:00,2019-10-21 19:39:00,1
AA,1662,N967UW,LGA,138,147,26,27,2019-10-21,2019-10-21 20:28:00,2019-10-21 20:02:00,2019-10-21 20:55:00,1
AA,2841,N346PR,ORD,140,128,17,22,2019-10-21,2019-10-21 20:15:00,2019-10-21 19:58:00,2019-10-21 20:37:00,1
AA,603,N959UW,PHL,128,106,22,14,2019-10-22,2019-10-22 15:19:00,2019-10-22 14:57:00,2019-10-22 15:33:00,1
AA,1376,N956UW,LGA,137,134,15,34,2019-10-22,2019-10-22 15:40:00,2019-10-22 15:25:00,2019-10-22 16:14:00,1
AA,1643,N899NN,CLT,82,87,17,32,2019-10-22,2019-10-22 12:40:00,2019-10-22 12:23:00,2019-10-22 13:12:00,1
AA,2737,N161AA,LAX,293,285,127,14,2019-10-22,2019-10-22 13:21:00,2019-10-22 11:14:00,2019-10-22 13:35:00,1
AA,1300,N966AN,ORD,136,118,25,21,2019-10-23,2019-10-23 10:36:00,2019-10-23 10:11:00,2019-10-23 10:57:00,1
AA,1643,N941AN,CLT,82,85,109,27,2019-10-23,2019-10-23 14:12:00,2019-10-23 12:23:00,2019-10-23 14:39:00,1
AA,603,N957UW,PHL,128,123,24,26,2019-10-24,2019-10-24 15:21:00,2019-10-24 14:57:00,2019-10-24 15:47:00,1
AA,649,N9025B,DFW,151,183,155,22,2019-10-24,2019-10-24 22:35:00,2019-10-24 20:00:00,2019-10-24 22:57:00,1
AA,738,N315PE,DFW,142,180,50,11,2019-10-24,2019-10-24 13:19:00,2019-10-24 12:29:00,2019-10-24 13:30:00,1
AA,1309,N885NN,DFW,144,147,28,13,2019-10-24,2019-10-24 14:52:00,2019-10-24 14:24:00,2019-10-24 15:05:00,1
AA,1630,N986NN,DFW,144,144,319,12,2019-10-24,2019-10-24 21:46:00,2019-10-24 16:27:00,2019-10-24 21:58:00,1
AA,1828,N997NN,PHL,120,102,44,10,2019-10-24,2019-10-24 05:49:00,2019-10-24 05:05:00,2019-10-24 05:59:00,1
AA,2552,N755US,MIA,121,121,90,31,2019-10-24,2019-10-24 20:07:00,2019-10-24 18:37:00,2019-10-24 20:38:00,1
AA,2770,N158AN,DFW,142,138,44,15,2019-10-24,2019-10-24 07:04:00,2019-10-24 06:20:00,2019-10-24 07:19:00,1
AA,242,N919NN,DFW,148,142,16,18,2019-10-25,2019-10-25 18:33:00,2019-10-25 18:17:00,2019-10-25 18:51:00,1
AA,309,N944UW,DCA,119,104,22,17,2019-10-25,2019-10-25 17:23:00,2019-10-25 17:01:00,2019-10-25 17:40:00,1
AA,476,N665AW,PHX,244,241,21,15,2019-10-25,2019-10-25 12:05:00,2019-10-25 11:44:00,2019-10-25 12:20:00,1
AA,738,N952AA,DFW,142,144,119,12,2019-10-25,2019-10-25 14:28:00,2019-10-25 12:29:00,2019-10-25 14:40:00,1
AA,795,N4032T,MIA,115,106,39,13,2019-10-25,2019-10-25 13:29:00,2019-10-25 12:50:00,2019-10-25 13:42:00,1
AA,799,N828AW,CLT,86,98,29,51,2019-10-25,2019-10-25 09:17:00,2019-10-25 08:48:00,2019-10-25 10:08:00,1
AA,1300,N984NN,ORD,136,119,48,16,2019-10-25,2019-10-25 10:59:00,2019-10-25 10:11:00,2019-10-25 11:15:00,1
AA,1729,N806NN,MIA,122,126,72,33,2019-10-25,2019-10-25 21:00:00,2019-10-25 19:48:00,2019-10-25 21:33:00,1
