flight_number,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),DepDel15,dest_airport_label,month,day,act_dep_time_hr,act_dep_time_min,sch_dep_time_hr,sch_dep_time_min,wo_time_hr,wo_time_min
2039,127,114,68,13,1,45,8,6,13,25,12,17,13,38
2269,153,143,40,37,1,43,8,6,18,18,17,38,18,55
2328,290,0,0,0,0,29,8,6,0,0,7,0,0,0
2344,120,101,-3,12,0,34,8,6,7,17,7,20,7,29
2539,115,109,81,19,1,12,8,6,16,11,14,50,16,30
2552,131,123,108,23,1,34,8,6,20,22,18,34,20,45
2717,126,119,36,20,1,34,8,6,9,50,9,14,10,10
2737,288,306,-3,40,0,29,8,6,9,47,9,50,10,27
2770,138,143,-5,11,0,14,8,6,6,10,6,15,6,21
2893,145,0,0,0,0,101,8,6,0,0,17,20,0,0
309,124,113,-2,22,0,12,9,6,16,54,16,56,17,16
333,148,0,0,0,0,14,9,6,0,0,18,20,0,0
410,247,0,0,0,0,100,9,6,0,0,18,0,0,0
476,234,240,117,14,1,100,9,6,13,39,11,42,13,53
603,134,118,-7,14,0,45,9,6,14,48,14,55,15,2
649,147,0,-3,0,0,14,9,6,19,52,19,55,0,0
738,139,0,0,23,0,14,9,6,12,23,12,23,12,46
799,92,84,-4,14,0,8,9,6,8,27,8,31,8,41
835,138,127,0,18,0,101,9,6,9,42,9,42,10,0
877,92,73,0,16,0,8,9,6,15,12,15,12,15,28
885,153,148,-4,16,0,43,9,6,17,34,17,38,17,50
1151,116,113,51,14,1,34,9,6,6,21,5,30,6,35
1177,119,115,-2,13,0,34,9,6,6,49,6,51,7,2
1300,144,137,3,10,0,43,9,6,10,54,10,51,11,4
1309,140,201,168,43,1,14,9,6,17,13,14,25,17,56
1409,287,282,22,25,1,29,9,6,18,59,18,37,19,24
1567,143,137,-4,16,0,14,9,6,7,56,8,0,8,12
1574,147,139,-2,26,0,43,9,6,7,26,7,28,7,52
1618,129,106,14,8,0,34,9,6,20,5,19,51,20,13
1630,147,179,2,26,0,14,9,6,16,26,16,24,16,52
1643,75,71,3,17,0,8,9,6,12,24,12,21,12,41
1662,143,0,0,0,0,101,9,6,0,0,20,2,0,0
1718,80,69,0,14,0,8,9,6,7,6,7,6,7,20
1892,128,113,-8,13,0,45,9,6,11,38,11,46,11,51
1907,125,124,-1,23,0,45,9,6,7,33,7,34,7,56
1980,136,108,-4,12,0,43,9,6,5,56,6,0,6,8
1994,76,55,-4,12,0,8,9,6,5,12,5,16,5,24
2328,290,323,31,23,1,29,9,6,7,31,7,0,7,54
2344,120,113,-4,19,0,34,9,6,7,16,7,20,7,35
2552,131,115,23,10,1,34,9,6,18,50,18,27,19,0
2573,115,90,-4,11,0,12,9,6,6,1,6,5,6,12
2619,142,0,202,20,1,14,9,6,12,31,9,9,12,51
2717,126,111,1,14,0,34,9,6,9,15,9,14,9,29
2733,142,126,-5,21,0,101,9,6,15,15,15,20,15,36
2737,278,309,1,14,0,29,9,6,11,22,11,21,11,36
2770,138,149,0,19,0,14,9,6,6,15,6,15,6,34
309,124,98,60,14,1,12,10,6,17,56,16,56,18,10
333,148,146,16,18,1,14,10,6,18,36,18,20,18,54
410,247,226,1,14,0,100,10,6,18,1,18,0,18,15
476,234,231,-6,16,0,100,10,6,11,36,11,42,11,52
603,134,160,3,41,0,45,10,6,14,58,14,55,15,39
649,147,136,-2,17,0,14,10,6,19,53,19,55,20,10
738,139,128,9,15,0,14,10,6,12,34,12,25,12,49
799,92,89,-7,29,0,8,10,6,8,24,8,31,8,53
835,133,119,-4,17,0,101,10,6,6,26,6,30,6,43
877,92,76,19,17,1,8,10,6,15,33,15,14,15,50
885,153,178,17,52,1,43,10,6,17,55,17,38,18,47
1151,116,132,20,15,1,34,10,6,5,50,5,30,6,5
1177,119,123,1,18,0,34,10,6,6,52,6,51,7,10
1300,144,117,-1,13,0,43,10,6,10,50,10,51,11,3
1309,140,0,0,0,0,14,10,6,0,0,14,25,0,0
1409,287,284,13,22,0,29,10,6,18,50,18,37,19,12
1567,143,0,0,0,0,14,10,6,0,0,8,0,0,0
1574,147,113,-5,16,0,43,10,6,7,23,7,28,7,39
1618,129,0,0,0,0,34,10,6,0,0,19,51,0,0
1630,147,130,0,22,0,14,10,6,16,24,16,24,16,46
1643,75,76,12,18,0,8,10,6,12,33,12,21,12,51
1662,143,0,0,0,0,101,10,6,0,0,20,2,0,0
1718,80,72,-6,18,0,8,10,6,7,0,7,6,7,18
1828,120,117,-2,17,0,45,10,6,5,6,5,8,5,23
1866,111,115,159,32,1,12,10,6,14,11,11,32,14,43
1892,128,125,-5,19,0,45,10,6,11,41,11,46,12,0
1907,125,0,0,0,0,45,10,6,0,0,7,34,0,0
1980,136,124,-3,16,0,43,10,6,5,57,6,0,6,13
1994,76,66,-4,17,0,8,10,6,5,12,5,16,5,29
2328,290,334,2,17,0,29,10,6,7,2,7,0,7,19
2344,120,113,-2,14,0,34,10,6,7,18,7,20,7,32
2552,131,113,-3,17,0,34,10,6,18,24,18,27,18,41
2619,142,127,0,19,0,14,10,6,9,9,9,9,9,28
2717,126,113,76,15,1,34,10,6,10,30,9,14,10,45
2733,142,135,191,17,1,101,10,6,18,31,15,20,18,48
2737,278,285,5,30,0,29,10,6,11,26,11,21,11,56
2770,138,126,0,13,0,14,10,6,6,15,6,15,6,28
309,124,93,-8,11,0,12,11,6,16,48,16,56,16,59
333,148,153,-5,34,0,14,11,6,18,15,18,20,18,49
476,234,218,10,10,0,100,11,6,11,52,11,42,12,2
603,134,110,14,17,0,45,11,6,15,9,14,55,15,26
649,147,161,-1,47,0,14,11,6,19,54,19,55,20,41
738,139,139,-4,12,0,14,11,6,12,21,12,25,12,33
799,92,74,35,27,1,8,11,6,9,6,8,31,9,33
835,133,127,-2,22,0,101,11,6,6,28,6,30,6,50
877,92,61,-5,16,0,8,11,6,15,9,15,14,15,25
885,153,138,21,25,1,43,11,6,17,59,17,38,18,24
1151,116,117,-2,26,0,34,11,6,5,28,5,30,5,54
1177,119,111,0,13,0,34,11,6,6,51,6,51,7,4
1300,144,115,-1,17,0,43,11,6,10,50,10,51,11,7
1309,140,132,38,11,1,14,11,6,15,3,14,25,15,14
1409,287,287,28,33,1,29,11,6,19,5,18,37,19,38
1567,143,144,10,23,0,14,11,6,8,10,8,0,8,33
1574,147,125,42,22,1,43,11,6,8,10,7,28,8,32
1618,129,112,99,20,1,34,11,6,21,30,19,51,21,50
1630,147,147,30,16,1,14,11,6,16,54,16,24,17,10
1643,75,61,2,16,0,8,11,6,12,23,12,21,12,39
1662,143,146,9,41,0,101,11,6,20,11,20,2,20,52
1718,80,66,0,11,0,8,11,6,7,6,7,6,7,17
1828,120,127,-7,18,0,45,11,6,5,1,5,8,5,19
1866,111,87,-10,8,0,12,11,6,11,22,11,32,11,30
1892,128,0,0,0,0,45,11,6,0,0,11,46,0,0
1907,125,111,153,18,1,45,11,6,10,7,7,34,10,25
1980,136,134,-5,17,0,43,11,6,5,55,6,0,6,12
1994,76,69,18,18,1,8,11,6,5,34,5,16,5,52
2328,290,285,2,14,0,29,11,6,7,2,7,0,7,16
2344,120,117,-4,21,0,34,11,6,7,16,7,20,7,37
2552,131,128,34,24,1,34,11,6,19,1,18,27,19,25
2619,142,129,-1,19,0,14,11,6,9,8,9,9,9,27
2717,126,109,-2,16,0,34,11,6,9,12,9,14,9,28
2733,142,140,-4,34,0,101,11,6,15,16,15,20,15,50
2737,278,275,38,13,1,29,11,6,11,59,11,21,12,12
2770,138,154,0,29,0,14,11,6,6,15,6,15,6,44
309,124,100,-9,16,0,12,12,6,16,47,16,56,17,3
333,148,138,-5,19,0,14,12,6,18,15,18,20,18,34
410,247,238,-3,19,0,100,12,6,17,57,18,0,18,16
476,234,223,-5,12,0,100,12,6,11,37,11,42,11,49
603,134,101,-4,11,0,45,12,6,14,51,14,55,15,2
649,147,162,-5,35,0,14,12,6,19,50,19,55,20,25
738,139,135,36,14,1,14,12,6,13,1,12,25,13,15
799,92,68,-2,18,0,8,12,6,8,29,8,31,8,47
835,133,111,22,14,1,101,12,6,6,52,6,30,7,6
877,92,71,-9,18,0,8,12,6,15,5,15,14,15,23
885,153,121,3,24,0,43,12,6,17,41,17,38,18,5
1151,116,109,-2,11,0,34,12,6,5,28,5,30,5,39
1177,119,104,-5,12,0,34,12,6,6,46,6,51,6,58
1300,144,119,-1,19,0,43,12,6,10,50,10,51,11,9
1309,140,138,-6,21,0,14,12,6,14,19,14,25,14,40
1409,287,255,-2,6,0,29,12,6,18,35,18,37,18,41
1567,143,141,16,23,1,14,12,6,8,16,8,0,8,39
1574,147,127,4,18,0,43,12,6,7,32,7,28,7,50
1618,129,126,94,27,1,34,12,6,21,25,19,51,21,52
1630,147,138,-5,12,0,14,12,6,16,19,16,24,16,31
1643,75,61,21,12,1,8,12,6,12,42,12,21,12,54
1662,143,194,99,19,1,101,12,6,21,41,20,2,22,0
1718,80,75,-8,25,0,8,12,6,6,58,7,6,7,23
1866,111,95,-8,12,0,12,12,6,11,24,11,32,11,36
1892,128,107,-11,10,0,45,12,6,11,35,11,46,11,45
1907,125,118,-6,21,0,45,12,6,7,28,7,34,7,49
1980,136,120,176,22,1,43,12,6,8,56,6,0,9,18
1994,76,58,-4,15,0,8,12,6,5,12,5,16,5,27
2328,290,288,-4,14,0,29,12,6,6,56,7,0,7,10
2344,120,109,-2,13,0,34,12,6,7,18,7,20,7,31
2552,131,113,35,18,1,34,12,6,19,2,18,27,19,20
2619,142,143,-3,15,0,14,12,6,9,6,9,9,9,21
2717,126,119,-3,21,0,34,12,6,9,11,9,14,9,32
2733,142,121,-6,20,0,101,12,6,15,14,15,20,15,34
2737,278,271,-2,11,0,29,12,6,11,19,11,21,11,30
2770,138,147,-4,11,0,14,12,6,6,11,6,15,6,22
2889,145,107,19,12,1,43,12,6,15,46,15,27,15,58
309,124,149,0,13,0,12,6,13,16,56,16,56,17,9
333,148,139,-2,11,0,14,6,13,18,18,18,20,18,29
410,247,225,-4,14,0,100,6,13,17,56,18,0,18,10
476,234,228,0,14,0,100,6,13,11,42,11,42,11,56
603,134,118,20,25,1,45,6,13,15,15,14,55,15,40
649,147,138,2,15,0,14,6,13,19,57,19,55,20,12
738,139,136,7,15,0,14,6,13,12,32,12,25,12,47
799,92,66,-8,17,0,8,6,13,8,23,8,31,8,40
835,133,128,-1,19,0,101,6,13,6,29,6,30,6,48
877,92,74,-6,21,0,8,6,13,15,8,15,14,15,29
885,153,129,-4,30,0,43,6,13,17,34,17,38,18,4
1151,116,110,-4,15,0,34,6,13,5,26,5,30,5,41
1177,119,104,-3,13,0,34,6,13,6,48,6,51,7,1
1300,144,129,-1,28,0,43,6,13,10,50,10,51,11,18
1309,140,138,10,15,0,14,6,13,14,35,14,25,14,50
1409,287,274,-7,18,0,29,6,13,18,30,18,37,18,48
1567,143,144,-3,15,0,14,6,13,7,57,8,0,8,12
1574,147,116,-3,16,0,43,6,13,7,25,7,28,7,41
1618,129,127,-2,23,0,34,6,13,19,49,19,51,20,12
1630,147,148,0,29,0,14,6,13,16,24,16,24,16,53
1643,75,87,-4,17,0,8,6,13,12,17,12,21,12,34
1662,143,136,40,28,1,101,6,13,20,42,20,2,21,10
1718,80,86,-7,28,0,8,6,13,6,59,7,6,7,27
1866,111,89,-1,14,0,12,6,13,11,31,11,32,11,45
1892,128,143,-6,47,0,45,6,13,11,40,11,46,12,27
1907,125,119,-4,17,0,45,6,13,7,30,7,34,7,47
1980,136,139,-5,44,0,43,6,13,5,55,6,0,6,39
1994,76,56,-7,14,0,8,6,13,5,9,5,16,5,23
2328,290,298,-5,16,0,29,6,13,6,55,7,0,7,11
2344,120,119,-3,15,0,34,6,13,7,17,7,20,7,32
2552,131,129,43,17,1,34,6,13,19,10,18,27,19,27
2619,142,143,-6,25,0,14,6,13,9,3,9,9,9,28
2717,126,120,-3,23,0,34,6,13,9,11,9,14,9,34
2733,142,123,-5,30,0,101,6,13,15,15,15,20,15,45
2737,278,294,-3,17,0,29,6,13,11,18,11,21,11,35
2770,138,136,-6,13,0,14,6,13,6,9,6,15,6,22
309,124,111,-8,27,0,12,6,14,16,48,16,56,17,15
333,148,135,-4,12,0,14,6,14,18,16,18,20,18,28
410,247,239,-6,14,0,100,6,14,17,54,18,0,18,8
476,234,228,-4,10,0,100,6,14,11,38,11,42,11,48
603,134,132,32,25,1,45,6,14,15,27,14,55,15,52
649,147,155,-3,36,0,14,6,14,19,52,19,55,20,28
738,139,138,-1,15,0,14,6,14,12,24,12,25,12,39
799,92,62,-7,18,0,8,6,14,8,24,8,31,8,42
835,133,115,-8,19,0,101,6,14,6,22,6,30,6,41
877,92,67,1,15,0,8,6,14,15,15,15,14,15,30
885,153,125,-2,24,0,43,6,14,17,36,17,38,18,0
1151,116,123,-4,22,0,34,6,14,5,26,5,30,5,48
1177,119,102,-1,12,0,34,6,14,6,50,6,51,7,2
1300,144,126,-4,19,0,43,6,14,10,47,10,51,11,6
1309,140,129,18,11,1,14,6,14,14,43,14,25,14,54
1409,287,277,-4,12,0,29,6,14,18,33,18,37,18,45
1567,143,136,-5,14,0,14,6,14,7,55,8,0,8,9
1574,147,128,-6,23,0,43,6,14,7,22,7,28,7,45
1618,129,0,0,0,0,34,6,14,0,0,19,51,0,0
1630,147,149,7,28,0,14,6,14,16,31,16,24,16,59
1643,75,77,8,22,0,8,6,14,12,29,12,21,12,51
1662,143,132,-4,18,0,101,6,14,19,58,20,2,20,16
1718,80,67,-5,15,0,8,6,14,7,1,7,6,7,16
1828,120,110,-7,16,0,45,6,14,5,1,5,8,5,17
1866,111,86,-7,11,0,12,6,14,11,25,11,32,11,36
1892,128,131,-5,18,0,45,6,14,11,41,11,46,11,59
1907,125,118,-6,23,0,45,6,14,7,28,7,34,7,51
1980,136,116,-6,15,0,43,6,14,5,54,6,0,6,9
1994,76,90,-4,47,0,8,6,14,5,12,5,16,5,59
2328,290,286,-8,14,0,29,6,14,6,52,7,0,7,6
2344,120,101,-3,10,0,34,6,14,7,17,7,20,7,27
2552,131,119,19,12,1,34,6,14,18,46,18,27,18,58
2619,142,143,0,14,0,14,6,14,9,9,9,9,9,23
2717,126,111,3,13,0,34,6,14,9,17,9,14,9,30
2733,142,125,-3,12,0,101,6,14,15,17,15,20,15,29
2737,278,267,4,10,0,29,6,14,11,25,11,21,11,35
2770,138,129,-3,10,0,14,6,14,6,12,6,15,6,22
333,148,153,-1,24,0,14,6,15,18,19,18,20,18,43
476,234,234,193,14,1,100,6,15,14,55,11,42,15,9
649,147,133,-6,13,0,14,6,15,19,49,19,55,20,2
738,139,126,129,10,1,14,6,15,14,34,12,25,14,44
799,92,83,18,30,1,8,6,15,8,49,8,31,9,19
1151,116,98,-2,11,0,34,6,15,5,28,5,30,5,39
1177,119,107,-5,12,0,34,6,15,6,46,6,51,6,58
1309,140,134,243,19,1,14,6,15,18,28,14,25,18,47
1409,287,0,0,0,0,29,6,15,0,0,18,37,0,0
1567,143,137,-3,13,0,14,6,15,7,57,8,0,8,10
1574,147,118,-3,17,0,43,6,15,7,25,7,28,7,42
1630,147,121,45,12,1,14,6,15,17,9,16,24,17,21
1696,134,131,3,17,0,45,6,15,14,58,14,55,15,15
1718,80,0,0,0,0,8,6,15,0,0,7,6,0,0
1719,133,112,-7,10,0,101,6,15,6,23,6,30,6,33
1828,120,117,-8,21,0,45,6,15,5,0,5,8,5,21
1907,125,109,1,12,0,45,6,15,7,35,7,34,7,47
1980,136,112,-5,12,0,43,6,15,5,55,6,0,6,7
1991,143,134,-3,23,0,45,6,15,17,45,17,48,18,8
1994,76,64,-3,16,0,8,6,15,5,27,5,30,5,43
2039,127,0,0,0,0,45,6,15,0,0,12,17,0,0
2269,153,160,8,50,0,43,6,15,17,46,17,38,18,36
2328,290,293,-9,30,0,29,6,15,6,51,7,0,7,21
2344,120,105,0,14,0,34,6,15,7,20,7,20,7,34
2539,115,95,-3,10,0,12,6,15,14,47,14,50,14,57
2552,131,113,-4,19,0,34,6,15,18,30,18,34,18,49
2717,126,120,-2,15,0,34,6,15,9,12,9,14,9,27
2737,288,274,-2,15,0,29,6,15,9,48,9,50,10,3
2770,138,142,-5,15,0,14,6,15,6,10,6,15,6,25
2893,145,122,-12,13,0,101,6,15,17,8,17,20,17,21
309,124,107,-5,10,0,12,6,16,16,51,16,56,17,1
333,148,138,142,20,1,14,6,16,20,42,18,20,21,2
410,247,255,-2,22,0,100,6,16,17,58,18,0,18,20
476,234,222,-3,13,0,100,6,16,11,39,11,42,11,52
603,134,133,-2,20,0,45,6,16,14,53,14,55,15,13
649,147,149,30,27,1,14,6,16,20,25,19,55,20,52
738,139,170,17,21,1,14,6,16,12,40,12,23,13,1
799,92,75,-4,20,0,8,6,16,8,27,8,31,8,47
835,138,129,-2,16,0,101,6,16,9,40,9,42,9,56
877,92,87,-4,30,0,8,6,16,15,8,15,12,15,38
885,153,204,-5,41,0,43,6,16,17,33,17,38,18,14
1151,116,113,-1,22,0,34,6,16,5,29,5,30,5,51
1177,119,105,-2,14,0,34,6,16,6,49,6,51,7,3
1300,144,0,0,0,0,43,6,16,0,0,10,51,0,0
1309,140,0,31,0,1,14,6,16,14,56,14,25,0,0
1409,287,278,-7,18,0,29,6,16,18,30,18,37,18,48
1567,143,184,9,37,0,14,6,16,8,9,8,0,8,46
1574,147,142,-4,24,0,43,6,16,7,24,7,28,7,48
1618,129,0,0,0,0,34,6,16,0,0,19,51,0,0
1630,147,132,264,13,1,14,6,16,20,48,16,24,21,1
1643,75,65,-2,14,0,8,6,16,12,19,12,21,12,33
1662,143,133,25,22,1,101,6,16,20,27,20,2,20,49
1718,80,69,-5,14,0,8,6,16,7,1,7,6,7,15
1892,128,116,-7,12,0,45,6,16,11,39,11,46,11,51
1907,125,118,-5,17,0,45,6,16,7,29,7,34,7,46
1980,136,146,-3,22,0,43,6,16,5,57,6,0,6,19
1994,76,74,-1,23,0,8,6,16,5,15,5,16,5,38
2328,290,324,-3,25,0,29,6,16,6,57,7,0,7,22
2344,120,109,-3,14,0,34,6,16,7,17,7,20,7,31
2552,131,113,0,14,0,34,6,16,18,27,18,27,18,41
2573,115,95,-7,12,0,12,6,16,5,58,6,5,6,10
2619,142,187,-6,22,0,14,6,16,9,3,9,9,9,25
2717,126,121,-1,20,0,34,6,16,9,13,9,14,9,33
2733,142,130,-6,19,0,101,6,16,15,14,15,20,15,33
2737,278,282,-2,17,0,29,6,16,11,19,11,21,11,36
2770,138,0,0,0,0,14,6,16,0,0,6,15,0,0
309,124,0,0,0,0,12,6,17,0,0,16,56,0,0
333,148,120,44,13,1,14,6,17,19,4,18,20,19,17
410,247,255,-6,24,0,100,6,17,17,54,18,0,18,18
476,234,228,-6,10,0,100,6,17,11,36,11,42,11,46
603,134,137,-3,15,0,45,6,17,14,52,14,55,15,7
649,147,140,9,22,0,14,6,17,20,4,19,55,20,26
738,139,125,25,16,1,14,6,17,12,50,12,25,13,6
799,92,66,92,16,1,8,6,17,10,3,8,31,10,19
835,133,126,-5,20,0,101,6,17,6,25,6,30,6,45
877,92,73,-1,19,0,8,6,17,15,13,15,14,15,32
1151,116,108,-2,16,0,34,6,17,5,28,5,30,5,44
1177,119,110,-4,15,0,34,6,17,6,47,6,51,7,2
1300,144,132,-1,17,0,43,6,17,10,50,10,51,11,7
1309,140,134,10,19,0,14,6,17,14,35,14,25,14,54
1409,287,271,-6,11,0,29,6,17,18,31,18,37,18,42
1567,143,0,0,0,0,14,6,17,0,0,8,0,0,0
1574,147,120,1,19,0,43,6,17,7,29,7,28,7,48
1618,129,110,184,22,1,34,6,17,22,55,19,51,23,17
1630,147,136,16,19,1,14,6,17,16,40,16,24,16,59
1643,75,79,-4,27,0,8,6,17,12,17,12,21,12,44
1662,143,144,59,13,1,101,6,17,21,1,20,2,21,14
1718,80,62,-5,10,0,8,6,17,7,1,7,6,7,11
1828,120,117,-4,15,0,45,6,17,5,4,5,8,5,19
1866,111,105,-7,12,0,12,6,17,11,25,11,32,11,37
1892,128,118,-2,14,0,45,6,17,11,44,11,46,11,58
1907,125,119,-5,15,0,45,6,17,7,29,7,34,7,44
1980,136,124,-2,17,0,43,6,17,5,58,6,0,6,15
1994,76,64,-7,13,0,8,6,17,5,9,5,16,5,22
2328,290,277,-1,17,0,29,6,17,6,59,7,0,7,16
2344,120,109,-3,15,0,34,6,17,7,17,7,20,7,32
2552,131,0,0,0,0,34,6,17,0,0,18,27,0,0
2619,142,139,-3,22,0,14,6,17,9,6,9,9,9,28
2717,126,121,-4,15,0,34,6,17,9,10,9,14,9,25
2733,142,152,-6,31,0,101,6,17,15,14,15,20,15,45
2737,278,269,-6,21,0,29,6,17,11,15,11,21,11,36
2770,138,0,0,0,0,14,6,17,0,0,6,15,0,0
309,124,0,0,0,0,12,6,18,0,0,16,56,0,0
333,148,141,-5,22,0,14,6,18,18,15,18,20,18,37
476,234,230,-2,15,0,100,6,18,11,40,11,42,11,55
603,134,131,-3,11,0,45,6,18,14,52,14,55,15,3
649,147,139,5,29,0,14,6,18,20,0,19,55,20,29
738,139,122,18,15,1,14,6,18,12,43,12,25,12,58
799,92,108,-8,17,0,8,6,18,8,23,8,31,8,40
835,133,140,-1,14,0,101,6,18,6,29,6,30,6,43
877,92,103,17,19,1,8,6,18,15,31,15,14,15,50
885,153,133,-4,20,0,43,6,18,17,34,17,38,17,54
1151,116,130,339,35,1,34,6,18,11,9,5,30,11,44
1177,119,115,130,25,1,34,6,18,9,1,6,51,9,26
1300,144,134,33,23,1,43,6,18,11,24,10,51,11,47
1309,140,137,-10,24,0,14,6,18,14,15,14,25,14,39
1409,287,290,117,24,1,29,6,18,20,34,18,37,20,58
1567,143,142,103,21,1,14,6,18,9,43,8,0,10,4
1618,129,108,89,13,1,34,6,18,21,20,19,51,21,33
1630,147,172,-1,42,0,14,6,18,16,23,16,24,17,5
1643,75,74,32,18,1,8,6,18,12,53,12,21,13,11
1662,143,119,216,16,1,101,6,18,23,38,20,2,23,54
1718,80,98,-2,41,0,8,6,18,7,4,7,6,7,45
1828,120,113,-6,11,0,45,6,18,5,2,5,8,5,13
1866,111,120,-2,34,0,12,6,18,11,30,11,32,12,4
1892,128,117,-5,16,0,45,6,18,11,41,11,46,11,57
1907,125,131,-5,27,0,45,6,18,7,29,7,34,7,56
1980,136,144,-2,15,0,43,6,18,5,58,6,0,6,13
1994,76,76,88,18,1,8,6,18,6,44,5,16,7,2
2328,290,291,-3,16,0,29,6,18,6,57,7,0,7,13
2344,120,112,-1,16,0,34,6,18,7,19,7,20,7,35
2552,131,0,0,0,0,34,6,18,0,0,18,27,0,0
2619,142,168,46,43,1,14,6,18,9,55,9,9,10,38
2717,126,125,-5,21,0,34,6,18,9,9,9,14,9,30
2733,142,0,0,0,0,101,6,18,0,0,15,20,0,0
2737,278,287,-2,30,0,29,6,18,11,19,11,21,11,49
2770,138,127,-2,14,0,14,6,18,6,13,6,15,6,27
309,124,103,0,14,0,12,6,19,16,56,16,56,17,10
333,148,135,97,19,1,14,6,19,19,57,18,20,20,16
410,247,229,-3,18,0,100,6,19,17,57,18,0,18,15
476,234,237,-5,20,0,100,6,19,11,37,11,42,11,57
603,134,128,35,26,1,45,6,19,15,30,14,55,15,56
649,147,0,0,0,0,14,6,19,0,0,19,55,0,0
738,139,0,0,0,0,14,6,19,0,0,12,25,0,0
799,92,76,-2,17,0,8,6,19,8,29,8,31,8,46
835,133,122,29,13,1,101,6,19,6,59,6,30,7,12
877,92,78,94,14,1,8,6,19,16,48,15,14,17,2
885,153,175,16,40,1,43,6,19,17,54,17,38,18,34
1151,116,120,-3,22,0,34,6,19,5,27,5,30,5,49
1177,119,102,-5,12,0,34,6,19,6,46,6,51,6,58
1300,144,127,-1,16,0,43,6,19,10,50,10,51,11,6
1309,140,147,4,18,0,14,6,19,14,29,14,25,14,47
1409,287,274,94,16,1,29,6,19,20,11,18,37,20,27
1567,143,171,15,19,1,14,6,19,8,15,8,0,8,34
1574,147,124,-4,16,0,43,6,19,7,24,7,28,7,40
1618,129,102,345,18,1,34,6,19,1,36,19,51,1,54
1630,147,143,-1,26,0,14,6,19,16,23,16,24,16,49
1643,75,78,20,21,1,8,6,19,12,41,12,21,13,2
1662,143,146,52,20,1,101,6,19,20,54,20,2,21,14
1718,80,87,-2,32,0,8,6,19,7,4,7,6,7,36
1866,111,96,-8,12,0,12,6,19,11,24,11,32,11,36
1892,128,117,-7,13,0,45,6,19,11,39,11,46,11,52
1907,125,115,-7,15,0,45,6,19,7,27,7,34,7,42
1980,136,139,-3,28,0,43,6,19,5,57,6,0,6,25
1994,76,65,-4,18,0,8,6,19,5,12,5,16,5,30
2328,290,284,8,15,0,29,6,19,7,8,7,0,7,23
2344,120,114,4,24,0,34,6,19,7,24,7,20,7,48
2552,131,128,86,20,1,34,6,19,19,53,18,27,20,13
2619,142,170,-4,25,0,14,6,19,9,5,9,9,9,30
2717,126,118,10,18,0,34,6,19,9,24,9,14,9,42
2733,142,156,-3,22,0,101,6,19,15,17,15,20,15,39
2737,278,267,18,13,1,29,6,19,11,39,11,21,11,52
2770,138,163,-4,26,0,14,6,19,6,11,6,15,6,37
2889,145,175,17,36,1,43,6,19,15,44,15,27,16,20
309,124,111,7,24,0,12,6,20,17,3,16,56,17,27
333,148,141,-2,18,0,14,6,20,18,18,18,20,18,36
410,247,242,0,20,0,100,6,20,18,0,18,0,18,20
476,234,231,-10,16,0,100,6,20,11,32,11,42,11,48
603,134,121,242,16,1,45,6,20,18,57,14,55,19,13
649,147,144,-5,20,0,14,6,20,19,50,19,55,20,10
738,139,130,11,14,0,14,6,20,12,36,12,25,12,50
799,92,68,-10,16,0,8,6,20,8,21,8,31,8,37
835,133,166,5,15,0,101,6,20,6,35,6,30,6,50
877,92,129,23,33,1,8,6,20,15,37,15,14,16,10
885,153,140,7,16,0,43,6,20,17,45,17,38,18,1
1151,116,112,208,23,1,34,6,20,8,58,5,30,9,21
1177,119,0,0,0,0,34,6,20,0,0,6,51,0,0
1300,144,160,0,18,0,43,6,20,10,51,10,51,11,9
1309,140,144,-3,28,0,14,6,20,14,22,14,25,14,50
1409,287,272,27,18,1,29,6,20,19,4,18,37,19,22
1567,143,139,37,20,1,14,6,20,8,37,8,0,8,57
1574,147,128,-5,17,0,43,6,20,7,23,7,28,7,40
1618,129,119,33,25,1,34,6,20,20,24,19,51,20,49
1630,147,143,43,13,1,14,6,20,17,7,16,24,17,20
1643,75,73,18,20,1,8,6,20,12,39,12,21,12,59
1662,143,119,137,18,1,101,6,20,22,19,20,2,22,37
1718,80,84,-6,20,0,8,6,20,7,0,7,6,7,20
1866,111,94,2,11,0,12,6,20,11,34,11,32,11,45
1892,128,119,-3,15,0,45,6,20,11,43,11,46,11,58
1907,125,120,-5,16,0,45,6,20,7,29,7,34,7,45
1980,136,143,-7,16,0,43,6,20,5,53,6,0,6,9
1994,76,62,-4,10,0,8,6,20,5,12,5,16,5,22
2328,290,285,50,20,1,29,6,20,7,50,7,0,8,10
2344,120,127,-1,31,0,34,6,20,7,19,7,20,7,50
2552,131,118,32,17,1,34,6,20,18,59,18,27,19,16
2619,142,126,-1,17,0,14,6,20,9,8,9,9,9,25
2717,126,107,-2,19,0,34,6,20,9,12,9,14,9,31
2733,142,0,-2,103,0,101,6,20,15,18,15,20,17,1
2737,278,287,-5,35,0,29,6,20,11,16,11,21,11,51
2770,138,149,-2,22,0,14,6,20,6,13,6,15,6,35
309,124,109,-4,20,0,12,6,21,16,52,16,56,17,12
333,148,128,37,16,1,14,6,21,18,57,18,20,19,13
410,247,230,-7,16,0,100,6,21,17,53,18,0,18,9
476,234,226,14,11,0,100,6,21,11,56,11,42,12,7
