flight_number,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),DepDel15,dest_airport_label,month,day,act_dep_time_hr,act_dep_time_min,sch_dep_time_hr,sch_dep_time_min,wo_time_hr,wo_time_min
242,156,145,117,15,1,14,1,1,20,20,18,23,20,35
401,128,104,-1,12,0,45,1,1,15,21,15,22,15,33
426,81,76,-4,16,0,8,1,1,10,52,10,56,11,8
440,262,270,-6,16,0,100,1,1,17,34,17,40,17,50
448,146,141,31,19,1,14,1,1,22,17,21,46,22,36
466,77,71,15,21,1,8,1,1,12,35,12,20,12,56
476,260,242,11,10,0,100,1,1,11,36,11,25,11,46
618,150,145,0,15,0,14,1,1,14,19,14,19,14,34
649,154,143,-1,13,0,14,1,1,19,44,19,45,19,57
799,79,68,60,15,1,8,1,1,9,51,8,51,10,6
841,136,123,-3,18,0,101,1,1,6,56,6,59,7,14
1151,116,113,4,23,0,34,1,1,6,5,6,1,6,28
1177,120,108,-2,14,0,34,1,1,6,43,6,45,6,57
1284,74,61,26,16,1,8,1,1,22,40,22,14,22,56
1377,155,152,-1,19,0,14,1,1,5,59,6,0,6,18
1409,316,281,50,14,1,29,1,1,18,49,17,59,19,3
1567,154,156,-6,20,0,14,1,1,7,49,7,55,8,9
1574,143,126,-4,17,0,43,1,1,7,13,7,17,7,30
1618,124,114,13,18,0,34,1,1,20,24,20,11,20,42
1630,151,141,7,16,0,14,1,1,16,26,16,19,16,42
1652,82,65,-1,14,0,8,1,1,15,32,15,33,15,46
1662,140,124,-1,15,0,101,1,1,19,18,19,19,19,33
1691,147,140,-3,17,0,43,1,1,17,34,17,37,17,51
1718,79,70,-5,15,0,8,1,1,6,54,6,59,7,9
1742,258,241,-8,11,0,100,1,1,20,54,21,2,21,5
1835,78,69,-6,15,0,8,1,1,20,1,20,7,20,16
1859,126,119,-2,17,0,45,1,1,9,41,9,43,9,58
1907,121,107,-6,13,0,45,1,1,7,22,7,28,7,35
1991,130,116,-6,12,0,45,1,1,17,57,18,3,18,9
2039,121,114,-7,13,0,45,1,1,13,28,13,35,13,41
2091,126,119,-2,22,0,34,1,1,18,7,18,9,18,29
2328,322,318,-1,16,0,29,1,1,6,34,6,35,6,50
2344,121,117,-7,16,0,34,1,1,7,21,7,28,7,37
2477,116,114,17,13,1,34,1,1,12,6,11,49,12,19
2619,156,145,-4,13,0,14,1,1,9,25,9,29,9,38
2717,128,130,-6,12,0,34,1,1,9,6,9,12,9,18
2737,308,313,-5,25,0,29,1,1,10,57,11,2,11,22
242,156,159,9,11,0,14,2,1,18,32,18,23,18,43
401,128,117,32,20,1,45,2,1,15,54,15,22,16,14
426,81,61,-6,14,0,8,2,1,10,50,10,56,11,4
440,262,246,-5,16,0,100,2,1,17,35,17,40,17,51
466,77,59,20,10,1,8,2,1,12,40,12,20,12,50
476,260,262,-4,25,0,100,2,1,11,21,11,25,11,46
618,150,143,68,20,1,14,2,1,15,27,14,19,15,47
649,154,181,13,49,0,14,2,1,19,58,19,45,20,47
799,79,100,-5,24,0,8,2,1,8,46,8,51,9,10
841,136,125,-4,13,0,101,2,1,6,55,6,59,7,8
1151,116,111,-3,14,0,34,2,1,5,58,6,1,6,12
1177,120,113,-5,19,0,34,2,1,6,40,6,45,6,59
1350,148,165,34,16,1,14,2,1,13,21,12,47,13,37
1377,155,150,-5,21,0,14,2,1,5,55,6,0,6,16
1409,316,306,-4,26,0,29,2,1,17,55,17,59,18,21
1567,154,151,31,24,1,14,2,1,8,26,7,55,8,50
1574,143,152,2,25,0,43,2,1,7,19,7,17,7,44
1618,124,100,15,9,1,34,2,1,20,26,20,11,20,35
1630,151,145,12,13,0,14,2,1,16,31,16,19,16,44
1662,140,126,5,27,0,101,2,1,19,24,19,19,19,51
1691,147,148,-7,38,0,43,2,1,17,30,17,37,18,8
1718,79,69,2,14,0,8,2,1,7,1,6,59,7,15
1907,120,119,-6,14,0,45,2,1,7,29,7,35,7,43
1991,130,118,-9,18,0,45,2,1,17,54,18,3,18,12
1994,74,70,-2,24,0,8,2,1,5,33,5,35,5,57
2039,121,104,-2,11,0,45,2,1,13,33,13,35,13,44
2091,126,130,6,29,0,34,2,1,18,15,18,9,18,44
2328,322,289,-4,16,0,29,2,1,6,31,6,35,6,47
2344,121,117,-3,22,0,34,2,1,7,25,7,28,7,47
2477,116,113,-2,16,0,34,2,1,11,47,11,49,12,3
2619,156,156,70,19,1,14,2,1,10,39,9,29,10,58
2717,128,116,-6,19,0,34,2,1,9,6,9,12,9,25
2737,308,278,1,18,0,29,2,1,11,3,11,2,11,21
2829,117,131,-2,32,0,45,2,1,5,20,5,22,5,52
242,156,151,53,25,1,14,3,1,19,16,18,23,19,41
401,128,104,10,11,0,45,3,1,15,32,15,22,15,43
426,81,82,-3,31,0,8,3,1,10,53,10,56,11,24
440,262,227,-1,13,0,100,3,1,17,39,17,40,17,52
466,77,76,-1,24,0,8,3,1,12,19,12,20,12,43
476,260,268,-5,34,0,100,3,1,11,20,11,25,11,54
618,150,142,35,14,1,14,3,1,14,54,14,19,15,8
649,154,165,120,21,1,14,3,1,21,45,19,45,22,6
799,79,71,29,16,1,8,3,1,9,20,8,51,9,36
841,136,121,-3,19,0,101,3,1,6,56,6,59,7,15
1151,116,105,-5,15,0,34,3,1,5,56,6,1,6,11
1177,120,121,-5,19,0,34,3,1,6,40,6,45,6,59
1350,148,147,-3,14,0,14,3,1,12,44,12,47,12,58
1377,155,163,147,33,1,14,3,1,8,27,6,0,9,0
1409,316,295,11,24,0,29,3,1,18,10,17,59,18,34
1567,154,173,24,29,1,14,3,1,8,19,7,55,8,48
1574,143,131,-3,18,0,43,3,1,7,14,7,17,7,32
1618,124,109,7,16,0,34,3,1,20,18,20,11,20,34
1630,151,170,6,33,0,14,3,1,16,25,16,19,16,58
1662,140,121,14,24,0,101,3,1,19,33,19,19,19,57
1691,147,125,-8,21,0,43,3,1,17,29,17,37,17,50
1718,79,62,-7,13,0,8,3,1,6,52,6,59,7,5
1907,120,125,-6,20,0,45,3,1,7,23,7,29,7,43
1991,130,125,-11,23,0,45,3,1,17,52,18,3,18,15
1994,74,68,-4,19,0,8,3,1,5,31,5,35,5,50
2039,121,108,-3,16,0,45,3,1,13,32,13,35,13,48
2091,126,143,4,42,0,34,3,1,18,13,18,9,18,55
2328,322,293,27,15,1,29,3,1,7,2,6,35,7,17
2344,121,125,22,19,1,34,3,1,7,50,7,28,8,9
2477,116,118,-5,24,0,34,3,1,11,44,11,49,12,8
2619,156,189,7,20,0,14,3,1,9,36,9,29,9,56
2717,128,116,-1,15,0,34,3,1,9,11,9,12,9,26
2737,308,294,23,34,1,29,3,1,11,25,11,2,11,59
2829,117,115,0,19,0,45,3,1,5,22,5,22,5,41
242,156,146,-3,22,0,14,4,1,18,20,18,23,18,42
401,128,124,11,27,0,45,4,1,15,33,15,22,16,0
426,81,83,235,25,1,8,4,1,14,51,10,56,15,16
440,262,237,-8,21,0,100,4,1,17,32,17,40,17,53
466,77,77,-7,28,0,8,4,1,12,13,12,20,12,41
476,260,242,-2,16,0,100,4,1,11,23,11,25,11,39
618,150,142,61,18,1,14,4,1,15,20,14,19,15,38
649,154,142,-1,19,0,14,4,1,19,44,19,45,20,3
799,79,89,-11,33,0,8,4,1,8,40,8,51,9,13
841,136,118,-1,18,0,101,4,1,6,58,6,59,7,16
1151,116,105,-7,12,0,34,4,1,5,54,6,1,6,6
1177,120,117,-1,18,0,34,4,1,6,44,6,45,7,2
1350,148,134,25,14,1,14,4,1,13,12,12,47,13,26
1377,155,146,-7,11,0,14,4,1,5,53,6,0,6,4
1409,316,297,16,14,1,29,4,1,18,15,17,59,18,29
1567,154,151,1,15,0,14,4,1,7,56,7,55,8,11
1574,143,132,-1,16,0,43,4,1,7,16,7,17,7,32
1618,124,137,-4,28,0,34,4,1,20,7,20,11,20,35
1630,151,135,-2,14,0,14,4,1,16,17,16,19,16,31
1662,140,115,21,13,1,101,4,1,19,40,19,19,19,53
1691,147,114,-8,16,0,43,4,1,17,29,17,37,17,45
1718,79,69,-10,21,0,8,4,1,6,49,6,59,7,10
1907,120,111,-5,20,0,45,4,1,7,24,7,29,7,44
1991,130,119,-5,23,0,45,4,1,17,58,18,3,18,21
1994,74,66,-5,19,0,8,4,1,5,30,5,35,5,49
2039,121,114,15,17,1,45,4,1,13,50,13,35,14,7
2091,126,129,24,22,1,34,4,1,18,33,18,9,18,55
2328,322,285,-1,20,0,29,4,1,6,34,6,35,6,54
2344,121,117,-1,20,0,34,4,1,7,27,7,28,7,47
2477,116,125,-8,14,0,34,4,1,11,41,11,49,11,55
2619,156,142,-8,14,0,14,4,1,9,21,9,29,9,35
2717,128,133,-9,17,0,34,4,1,9,3,9,12,9,20
2737,308,280,-2,20,0,29,4,1,11,0,11,2,11,20
2829,117,110,-6,15,0,45,4,1,5,16,5,22,5,31
242,156,137,-6,21,0,14,5,1,18,17,18,23,18,38
426,81,71,-15,16,0,8,5,1,10,41,10,56,10,57
440,262,236,-4,12,0,100,5,1,17,36,17,40,17,48
466,77,71,-8,20,0,8,5,1,12,12,12,20,12,32
476,260,246,-6,18,0,100,5,1,11,19,11,25,11,37
618,150,133,2,12,0,14,5,1,14,21,14,19,14,33
649,154,153,-6,17,0,14,5,1,19,39,19,45,19,56
799,79,91,-11,25,0,8,5,1,8,46,8,57,9,11
833,134,133,-3,17,0,101,5,1,8,51,8,54,9,8
1151,116,116,-8,18,0,34,5,1,5,53,6,1,6,11
1177,120,136,-1,20,0,34,5,1,6,44,6,45,7,4
1377,155,134,-8,14,0,14,5,1,5,52,6,0,6,6
1409,316,306,6,17,0,29,5,1,18,5,17,59,18,22
1567,154,147,-4,19,0,14,5,1,7,51,7,55,8,10
1574,143,155,-6,15,0,43,5,1,7,11,7,17,7,26
1618,124,109,-10,15,0,34,5,1,20,20,20,30,20,35
1630,151,144,-1,16,0,14,5,1,16,18,16,19,16,34
1662,136,132,-2,22,0,101,5,1,15,32,15,34,15,54
1691,147,123,-9,13,0,43,5,1,17,28,17,37,17,41
1718,79,71,-11,14,0,8,5,1,6,48,6,59,7,2
1907,120,114,-7,13,0,45,5,1,7,22,7,29,7,35
1980,128,137,-7,33,0,45,5,1,15,15,15,22,15,48
1981,126,127,-3,19,0,45,5,1,9,40,9,43,9,59
1991,130,131,-7,23,0,45,5,1,17,56,18,3,18,19
2039,121,134,-4,27,0,45,5,1,13,31,13,35,13,58
2091,126,172,-7,27,0,34,5,1,18,2,18,9,18,29
2328,322,317,-7,21,0,29,5,1,6,28,6,35,6,49
2344,121,108,-3,14,0,34,5,1,7,25,7,28,7,39
2477,116,110,-4,15,0,34,5,1,11,45,11,49,12,0
2619,156,142,-6,15,0,14,5,1,9,23,9,29,9,38
2717,128,120,-6,15,0,34,5,1,9,6,9,12,9,21
2737,308,304,-2,18,0,29,5,1,11,0,11,2,11,18
2829,117,144,-7,16,0,45,5,1,5,15,5,22,5,31
242,153,142,-5,11,0,14,6,1,18,21,18,26,18,32
440,260,241,-8,14,0,100,6,1,17,32,17,40,17,46
444,151,153,-6,20,0,14,6,1,16,18,16,24,16,38
476,257,255,-3,16,0,100,6,1,11,25,11,28,11,41
649,152,142,-5,17,0,14,6,1,19,48,19,53,20,5
681,77,76,-8,19,0,8,6,1,12,18,12,26,12,37
836,135,134,-4,16,0,101,6,1,11,56,12,0,12,12
1151,114,104,-7,17,0,34,6,1,5,49,5,56,6,6
1177,80,79,-7,27,0,8,6,1,9,18,9,25,9,45
1309,151,145,-5,18,0,14,6,1,14,13,14,18,14,31
1409,311,306,-9,17,0,29,6,1,17,55,18,4,18,12
1567,153,137,-3,16,0,14,6,1,7,56,7,59,8,12
1574,139,141,-1,17,0,43,6,1,7,20,7,21,7,37
1618,119,118,-6,25,0,34,6,1,20,10,20,16,20,35
1662,137,181,-6,47,0,101,6,1,19,7,19,13,19,54
1691,141,141,-5,20,0,43,6,1,18,3,18,8,18,23
1718,74,99,-7,42,0,8,6,1,6,57,7,4,7,39
1828,118,126,-3,16,0,45,6,1,5,18,5,21,5,34
1947,83,84,73,30,1,8,6,1,16,46,15,33,17,16
1991,131,132,-9,18,0,45,6,1,17,54,18,3,18,12
1994,76,86,-8,40,0,8,6,1,5,25,5,33,6,5
2091,124,158,-6,21,0,34,6,1,18,5,18,11,18,26
2328,317,303,-5,25,0,29,6,1,6,35,6,40,7,0
2344,119,110,-5,14,0,34,6,1,7,25,7,30,7,39
2562,141,133,-4,14,0,43,6,1,10,51,10,55,11,5
2606,117,109,1,18,0,34,6,1,11,39,11,38,11,57
2619,153,145,23,20,1,14,6,1,9,40,9,17,10,0
2737,303,293,-2,22,0,29,6,1,11,5,11,7,11,27
2778,149,136,-7,13,0,14,6,1,12,39,12,46,12,52
242,153,148,-9,12,0,14,7,1,18,17,18,26,18,29
401,129,113,8,16,0,45,7,1,15,31,15,23,15,47
426,82,71,-9,17,0,8,7,1,10,50,10,59,11,7
440,260,268,-3,11,0,100,7,1,17,37,17,40,17,48
444,151,152,-5,23,0,14,7,1,16,19,16,24,16,42
476,257,248,-2,16,0,100,7,1,11,26,11,28,11,42
649,152,144,23,13,1,14,7,1,20,16,19,53,20,29
681,77,71,-3,13,0,8,7,1,12,23,12,26,12,36
799,77,95,-7,23,0,8,7,1,8,46,8,53,9,9
841,137,139,-6,13,0,101,7,1,6,52,6,58,7,5
1151,114,109,-8,12,0,34,7,1,5,48,5,56,6,0
1177,120,106,71,12,1,34,7,1,7,56,6,45,8,8
1309,151,143,-5,15,0,14,7,1,14,13,14,18,14,28
1409,311,309,-4,25,0,29,7,1,18,0,18,4,18,25
1567,153,149,-1,20,0,14,7,1,7,58,7,59,8,18
1574,139,120,-7,13,0,43,7,1,7,14,7,21,7,27
1618,119,109,-6,16,0,34,7,1,20,10,20,16,20,26
1662,137,123,-1,14,0,101,7,1,19,12,19,13,19,26
1691,141,122,-11,16,0,43,7,1,17,57,18,8,18,13
1718,74,70,-8,14,0,8,7,1,6,56,7,4,7,10
1828,118,110,-7,14,0,45,7,1,5,14,5,21,5,28
1907,122,123,-3,21,0,45,7,1,7,24,7,27,7,45
1991,131,115,-7,18,0,45,7,1,17,56,18,3,18,14
1994,76,54,-8,10,0,8,7,1,5,31,5,39,5,41
2091,124,113,-5,15,0,34,7,1,18,6,18,11,18,21
2328,317,325,-1,13,0,29,7,1,6,39,6,40,6,52
2344,119,119,-1,20,0,34,7,1,7,29,7,30,7,49
2562,141,161,7,23,0,43,7,1,11,2,10,55,11,25
2619,153,147,-5,17,0,14,7,1,9,27,9,32,9,44
2717,122,115,0,19,0,34,7,1,9,18,9,18,9,37
2719,114,104,-10,19,0,12,7,1,5,55,6,5,6,14
2737,303,329,-3,23,0,29,7,1,11,4,11,7,11,27
2770,151,149,-5,16,0,14,7,1,5,59,6,4,6,15
2778,149,125,3,10,0,14,7,1,12,49,12,46,12,59
242,153,151,-8,17,0,14,8,1,18,18,18,26,18,35
401,129,112,3,12,0,45,8,1,15,26,15,23,15,38
426,82,85,-7,25,0,8,8,1,10,52,10,59,11,17
444,151,145,-2,19,0,14,8,1,16,22,16,24,16,41
476,257,251,-5,13,0,100,8,1,11,23,11,28,11,36
649,152,142,-3,15,0,14,8,1,19,50,19,53,20,5
681,77,89,-9,27,0,8,8,1,12,17,12,26,12,44
799,77,98,-6,31,0,8,8,1,8,47,8,53,9,18
841,137,126,-6,16,0,101,8,1,6,52,6,58,7,8
1151,114,109,-8,19,0,34,8,1,5,48,5,56,6,7
1177,120,116,-8,19,0,34,8,1,6,37,6,45,6,56
1309,151,140,-11,14,0,14,8,1,14,7,14,18,14,21
1409,311,306,-1,21,0,29,8,1,18,3,18,4,18,24
1567,153,149,-6,16,0,14,8,1,7,53,7,59,8,9
1574,139,123,-2,14,0,43,8,1,7,19,7,21,7,33
1618,119,104,-9,16,0,34,8,1,20,7,20,16,20,23
1662,137,128,-7,19,0,101,8,1,19,6,19,13,19,25
1691,141,143,-12,27,0,43,8,1,17,56,18,8,18,23
1718,74,79,-12,19,0,8,8,1,6,52,7,4,7,11
1828,118,117,-6,15,0,45,8,1,5,15,5,21,5,30
1907,122,116,-3,14,0,45,8,1,7,24,7,27,7,38
1991,131,125,-4,17,0,45,8,1,17,59,18,3,18,16
1994,76,74,-13,18,0,8,8,1,5,26,5,39,5,44
2091,124,116,-17,24,0,34,8,1,17,54,18,11,18,18
2344,119,122,-5,21,0,34,8,1,7,25,7,30,7,46
2562,141,147,2,14,0,43,8,1,10,57,10,55,11,11
2619,153,140,-7,13,0,14,8,1,9,25,9,32,9,38
2717,122,109,-7,14,0,34,8,1,9,11,9,18,9,25
2719,114,102,-6,21,0,12,8,1,5,59,6,5,6,20
2737,303,284,5,15,0,29,8,1,11,12,11,7,11,27
2770,151,154,8,23,0,14,8,1,6,12,6,4,6,35
242,153,145,-6,17,0,14,9,1,18,20,18,26,18,37
401,129,132,-6,24,0,45,9,1,15,17,15,23,15,41
426,82,99,265,34,1,8,9,1,15,24,10,59,15,58
440,260,251,-6,12,0,100,9,1,17,34,17,40,17,46
444,151,164,-5,20,0,14,9,1,16,19,16,24,16,39
476,257,244,-4,12,0,100,9,1,11,24,11,28,11,36
649,152,145,-5,21,0,14,9,1,19,48,19,53,20,9
681,77,77,-6,21,0,8,9,1,12,20,12,26,12,41
799,77,79,-5,22,0,8,9,1,8,48,8,53,9,10
841,137,111,-6,10,0,101,9,1,6,52,6,58,7,2
1151,114,111,-7,20,0,34,9,1,5,49,5,56,6,9
1177,120,109,-8,16,0,34,9,1,6,37,6,45,6,53
1309,151,141,-5,15,0,14,9,1,14,13,14,18,14,28
1409,311,305,-4,17,0,29,9,1,18,0,18,4,18,17
1567,153,138,-3,15,0,14,9,1,7,56,7,59,8,11
1574,139,125,-4,13,0,43,9,1,7,17,7,21,7,30
1618,119,117,-14,26,0,34,9,1,20,2,20,16,20,28
1662,137,136,-5,16,0,101,9,1,19,8,19,13,19,24
1691,141,138,-4,19,0,43,9,1,18,4,18,8,18,23
1718,74,75,-9,15,0,8,9,1,6,55,7,4,7,10
1828,118,125,-11,26,0,45,9,1,5,10,5,21,5,36
1907,122,118,-7,16,0,45,9,1,7,20,7,27,7,36
1991,131,122,-5,15,0,45,9,1,17,58,18,3,18,13
1994,76,99,-9,52,0,8,9,1,5,30,5,39,6,22
2091,124,109,-10,22,0,34,9,1,18,1,18,11,18,23
2344,119,110,-7,15,0,34,9,1,7,23,7,30,7,38
2562,141,140,-2,14,0,43,9,1,10,53,10,55,11,7
2619,153,144,6,20,0,14,9,1,9,38,9,32,9,58
2719,114,97,-11,20,0,12,9,1,5,54,6,5,6,14
2737,303,292,4,15,0,29,9,1,11,11,11,7,11,26
2770,151,145,-4,17,0,14,9,1,6,0,6,4,6,17
2828,117,107,-5,16,0,34,9,1,11,43,11,48,11,59
242,153,157,7,23,0,14,10,1,18,33,18,26,18,56
401,129,130,0,22,0,45,10,1,15,23,15,23,15,45
426,82,85,-7,24,0,8,10,1,10,52,10,59,11,16
440,260,254,-4,16,0,100,10,1,17,36,17,40,17,52
444,151,157,-5,23,0,14,10,1,16,19,16,24,16,42
476,257,252,6,17,0,100,10,1,11,34,11,28,11,51
649,152,150,14,23,0,14,10,1,20,7,19,53,20,30
681,77,67,-9,15,0,8,10,1,12,17,12,26,12,32
799,77,76,-9,17,0,8,10,1,8,44,8,53,9,1
841,137,169,-10,27,0,101,10,1,6,48,6,58,7,15
1151,114,109,-6,18,0,34,10,1,5,50,5,56,6,8
1177,120,116,-6,26,0,34,10,1,6,39,6,45,7,5
1309,151,149,-4,18,0,14,10,1,14,14,14,18,14,32
1409,311,312,-4,25,0,29,10,1,18,0,18,4,18,25
1567,153,141,-1,15,0,14,10,1,7,58,7,59,8,13
1574,139,122,-5,15,0,43,10,1,7,16,7,21,7,31
1618,119,105,-7,19,0,34,10,1,20,9,20,16,20,28
1662,137,142,116,22,1,101,10,1,21,9,19,13,21,31
1691,141,117,49,16,1,43,10,1,18,57,18,8,19,13
1718,74,76,-9,14,0,8,10,1,6,55,7,4,7,9
1828,118,131,-6,19,0,45,10,1,5,15,5,21,5,34
1907,122,133,-5,15,0,45,10,1,7,22,7,27,7,37
1991,131,133,-7,18,0,45,10,1,17,56,18,3,18,14
1994,76,63,-9,13,0,8,10,1,5,30,5,39,5,43
2091,124,108,47,19,1,34,10,1,18,58,18,11,19,17
2328,317,312,-6,17,0,29,10,1,6,34,6,40,6,51
2344,119,112,-11,20,0,34,10,1,7,19,7,30,7,39
2562,141,140,25,33,1,43,10,1,11,20,10,55,11,53
2619,153,151,-9,22,0,14,10,1,9,23,9,32,9,45
2717,122,115,-10,20,0,34,10,1,9,8,9,18,9,28
2719,114,101,-10,17,0,12,10,1,5,55,6,5,6,12
2737,303,312,-7,29,0,29,10,1,11,0,11,7,11,29
2770,151,145,-9,19,0,14,10,1,5,55,6,4,6,14
2778,149,147,-8,17,0,14,10,1,12,38,12,46,12,55
2828,117,105,3,14,0,34,10,1,11,51,11,48,12,5
242,153,164,-9,15,0,14,11,1,18,17,18,26,18,32
401,129,126,-3,17,0,45,11,1,15,20,15,23,15,37
426,82,63,84,17,1,8,11,1,12,23,10,59,12,40
440,260,239,-9,10,0,100,11,1,17,31,17,40,17,41
444,151,159,0,19,0,14,11,1,16,24,16,24,16,43
476,257,254,-4,20,0,100,11,1,11,24,11,28,11,44
649,152,150,-8,13,0,14,11,1,19,45,19,53,19,58
681,77,73,-4,23,0,8,11,1,12,22,12,26,12,45
799,77,61,-12,12,0,8,11,1,8,41,8,53,8,53
841,137,190,-3,62,0,101,11,1,6,55,6,58,7,57
1151,114,115,-6,23,0,34,11,1,5,50,5,56,6,13
1177,120,116,0,23,0,34,11,1,6,45,6,45,7,8
1309,151,155,7,15,0,14,11,1,14,25,14,18,14,40
1409,311,284,10,10,0,29,11,1,18,14,18,4,18,24
1567,153,154,-6,18,0,14,11,1,7,53,7,59,8,11
1574,139,140,-7,18,0,43,11,1,7,14,7,21,7,32
1618,119,105,-9,19,0,34,11,1,20,7,20,16,20,26
1662,137,136,-1,22,0,101,11,1,19,12,19,13,19,34
1691,141,133,-6,13,0,43,11,1,18,2,18,8,18,15
1718,74,77,-10,24,0,8,11,1,6,54,7,4,7,18
1828,118,114,-3,9,0,45,11,1,5,18,5,21,5,27
1907,122,126,-2,21,0,45,11,1,7,25,7,27,7,46
1991,131,126,-3,26,0,45,11,1,18,0,18,3,18,26
1994,76,67,-6,17,0,8,11,1,5,33,5,39,5,50
2091,124,126,0,31,0,34,11,1,18,11,18,11,18,42
2328,317,303,-4,17,0,29,11,1,6,36,6,40,6,53
2344,119,116,-4,24,0,34,11,1,7,26,7,30,7,50
2562,141,0,0,0,0,43,11,1,0,0,10,55,0,0
2619,153,168,-6,14,0,14,11,1,9,26,9,32,9,40
2717,122,114,-7,18,0,34,11,1,9,11,9,18,9,29
2719,114,100,-8,18,0,12,11,1,5,57,6,5,6,15
2737,303,313,-7,27,0,29,11,1,11,0,11,7,11,27
2770,151,156,-10,20,0,14,11,1,5,54,6,4,6,14
2778,149,176,-5,23,0,14,11,1,12,41,12,46,13,4
2828,117,93,-1,11,0,34,11,1,11,47,11,48,11,58
242,153,148,-5,12,0,14,12,1,18,21,18,26,18,33
444,151,174,-10,31,0,14,12,1,16,14,16,24,16,45
476,257,253,-7,12,0,100,12,1,11,21,11,28,11,33
610,119,104,-13,14,0,34,12,1,20,3,20,16,20,17
681,77,64,-5,18,0,8,12,1,12,21,12,26,12,39
799,77,79,-7,22,0,8,12,1,8,52,8,59,9,14
833,138,121,-6,12,0,101,12,1,8,44,8,50,8,56
1151,114,102,-5,13,0,34,12,1,5,51,5,56,6,4
1177,120,105,-6,11,0,34,12,1,6,39,6,45,6,50
1309,151,155,-11,15,0,14,12,1,14,7,14,18,14,22
1409,311,301,-1,13,0,29,12,1,18,3,18,4,18,16
1567,153,144,-3,12,0,14,12,1,7,56,7,59,8,8
1574,139,123,-1,15,0,43,12,1,7,20,7,21,7,35
1662,138,107,-7,10,0,101,12,1,15,25,15,32,15,35
1691,141,170,-5,25,0,43,12,1,18,3,18,8,18,28
1718,74,86,-7,35,0,8,12,1,6,57,7,4,7,32
1787,131,106,-12,13,0,45,12,1,17,51,18,3,18,4
1828,118,105,-6,9,0,45,12,1,5,15,5,21,5,24
1907,122,109,-4,14,0,45,12,1,7,23,7,27,7,37
1980,124,109,-6,18,0,45,12,1,9,39,9,45,9,57
2091,124,121,-5,29,0,34,12,1,18,6,18,11,18,35
2196,79,65,0,20,0,8,12,1,18,11,18,11,18,31
2344,119,116,-5,17,0,34,12,1,7,25,7,30,7,42
2619,153,163,-5,18,0,14,12,1,9,27,9,32,9,45
2630,112,102,0,27,0,12,12,1,5,57,5,57,6,24
2737,303,313,-6,16,0,29,12,1,11,1,11,7,11,17
2770,151,151,-5,16,0,14,12,1,5,59,6,4,6,15
242,153,145,-3,15,0,14,1,13,18,23,18,26,18,38
440,260,254,-6,18,0,100,1,13,17,34,17,40,17,52
444,151,172,-7,31,0,14,1,13,16,17,16,24,16,48
476,257,270,-4,18,0,100,1,13,11,24,11,28,11,42
649,152,148,-6,20,0,14,1,13,19,47,19,53,20,7
681,77,66,-6,19,0,8,1,13,12,20,12,26,12,39
836,135,106,-4,13,0,101,1,13,11,56,12,0,12,9
1151,114,100,-6,12,0,34,1,13,5,50,5,56,6,2
1177,120,99,-6,12,0,34,1,13,6,24,6,30,6,36
1309,151,144,43,18,1,14,1,13,15,1,14,18,15,19
1409,311,313,-3,23,0,29,1,13,18,1,18,4,18,24
1567,153,144,-5,13,0,14,1,13,7,54,7,59,8,7
1574,139,118,-5,12,0,43,1,13,7,16,7,21,7,28
1618,119,119,-5,18,0,34,1,13,20,11,20,16,20,29
1662,137,132,-3,18,0,101,1,13,19,10,19,13,19,28
1691,141,134,-10,17,0,43,1,13,17,58,18,8,18,15
1718,74,64,-6,20,0,8,1,13,6,58,7,4,7,18
1828,118,102,-4,12,0,45,1,13,5,17,5,21,5,29
1947,83,82,23,28,1,8,1,13,15,56,15,33,16,24
1991,131,119,-8,19,0,45,1,13,17,55,18,3,18,14
2091,124,118,1,26,0,34,1,13,18,12,18,11,18,38
2328,317,310,-5,17,0,29,1,13,6,35,6,40,6,52
2344,119,98,-10,9,0,34,1,13,7,20,7,30,7,29
2562,141,132,-2,18,0,43,1,13,10,53,10,55,11,11
2619,153,150,-7,11,0,14,1,13,9,25,9,32,9,36
2737,303,322,-4,32,0,29,1,13,11,3,11,7,11,35
2778,149,160,-4,29,0,14,1,13,12,42,12,46,13,11
2828,117,108,8,15,0,34,1,13,11,56,11,48,12,11
242,153,156,-8,20,0,14,1,14,18,18,18,26,18,38
401,129,124,-3,17,0,45,1,14,15,20,15,23,15,37
426,82,74,-8,15,0,8,1,14,10,51,10,59,11,6
440,260,269,-5,15,0,100,1,14,17,35,17,40,17,50
444,151,165,-3,32,0,14,1,14,16,21,16,24,16,53
476,257,267,-7,19,0,100,1,14,11,21,11,28,11,40
649,152,137,-1,14,0,14,1,14,19,52,19,53,20,6
681,77,69,-3,14,0,8,1,14,12,23,12,26,12,37
799,77,81,2,20,0,8,1,14,8,55,8,53,9,15
841,137,135,-7,13,0,101,1,14,6,51,6,58,7,4
1151,114,114,-7,21,0,34,1,14,5,49,5,56,6,10
1177,120,101,-5,16,0,34,1,14,6,40,6,45,6,56
1309,151,151,-9,20,0,14,1,14,14,9,14,18,14,29
1409,311,337,-1,15,0,29,1,14,18,3,18,4,18,18
1567,153,166,-5,32,0,14,1,14,7,54,7,59,8,26
1574,139,118,0,18,0,43,1,14,7,21,7,21,7,39
1618,119,103,45,13,1,34,1,14,21,1,20,16,21,14
